,name,sales,profit,market,min_max_profit,min_max_sales
38,신성통상,1020453496725,20579009598,KOSPI,0.09428756393611076,0.006252165363932141
39,팬오션,2102895000000,91025000000,KOSPI,0.09741040351082997,0.01275993413699136
40,두산인프라코어,2712338251075,-45275224288,KOSPI,0.09136827489540794,0.016423980412284597
41,엔에스쇼핑,524744793343,52535635126,KOSPI,0.09570418700158033,0.0032719048966064687
42,웅진,160111864571,49456763567,KOSPI,0.09556770198809615,0.0010796877834303414
43,대우건설,7637255920891,212016802723,KOSPI,0.1027739165738712,0.04603317899211178
44,넥스트사이언스,14637997900,-28936275373,KOSPI,0.09209257326909691,0.0002050813645583949
45,한화시스템,1631867959508,89752740625,KOSPI,0.09735400481584555,0.009928062801583433
46,SK하이닉스,30524987000000,5650034000000,KOSPI,0.3438388120314004,0.18363697665891418
47,진원생명과학,35774126191,-17337983349,KOSPI,0.09260672042104992,0.0003321543151606948
48,YG PLUS,70470966418,-2836557121,KOSPI,0.09324956222732231,0.0005407559002532152
49,에이프로젠 MED,72536685082,-51043463696,KOSPI,0.09111257139550731,0.0005531752498206804
50,하이스틸,156632187890,-1325910901,KOSPI,0.09331652850563418,0.001058767547855079
51,삼성엔지니어링,5020786128327,310420940968,KOSPI,0.10713612846803318,0.030302647263438006
52,DB,224893353750,8401566116,KOSPI,0.09374774325636039,0.001469161903810835
53,다이나믹디자인,42506006340,-27745252058,KOSPI,0.09214537080549708,0.0003726271899396928
54,삼성전자,166311191000000,20451923000000,KOSPI,1.0,1.0
55,엑세스바이오,92215510,55976701,KOSDAQ,0.09337778697139942,0.00011763036777847221
56,예스24,612985949695,-267225672,KOSDAQ,0.09336345955325558,0.003802421363379722
57,케이씨피드,64511066475,1532047971,KOSDAQ,0.09344322055748087,0.0005049242635114012
58,오성첨단소재,79546990685,14582630025,KOSDAQ,0.09402174708367184,0.0005953220519848387
59,팜스토리,960780357167,36033518040,KOSDAQ,0.0949726554550901,0.00589340325712913
60,케이피엠테크,23208098065,-15690493213,KOSDAQ,0.09267975292959016,0.000256605839615046
61,SM Life Design,25072356358,-1871552489,KOSDAQ,0.09329234045554226,0.0002678139851521447
62,삼기,326094388616,-7327268726,KOSDAQ,0.0930504909694875,0.0020775947221290674
63,하림지주,2528810539,-39417700953,KOSDAQ,0.0916279363122749,0.0001322794707501725
64,이트론,41349066553,-9096117750,KOSDAQ,0.09297207867515636,0.0003656715285063788
65,우진비앤지,25409675659,-5561780761,KOSDAQ,0.0931287542695608,0.00026984198944332924
66,에스에이엠티,1240458342248,34446386226,KOSDAQ,0.09490229860424917,0.007574861010102829
67,에이루트,20862301190,-17786576458,KOSDAQ,0.09258683448707784,0.00024250262608814697
68,현대바이오,12362568506,-9702922408,KOSDAQ,0.09294517929324246,0.00019140120880792546
69,KD,16239181035,-7353806116,KOSDAQ,0.0930493145787344,0.0002147078705398962
70,모트렉스,235113949860,-24326704624,KOSDAQ,0.09229691350017749,0.0015306093594058656
71,바이온,15667498954,-11403085483,KOSDAQ,0.09286981181662969,0.00021127084897005336
72,시너지이노베이션,20602616811,-24432790606,KOSDAQ,0.09229221075554969,0.00024094137230455277
73,카스,120551056391,-3495077701,KOSDAQ,0.09322037030147591,0.0008418434368011245
74,나노엔텍,27440477723,1969714179,KOSDAQ,0.09346262210676792,0.00028205141620346136
75,에이치엘비생명과학,14824117783,-43776584101,KOSDAQ,0.09143470895159087,0.00020620033972607664
76,소프트센,47614800961,-1817575841,KOSDAQ,0.09329473321645772,0.0004033418789108068
77,제이엠아이,12780625125,-7413288395,KOSDAQ,0.09304667775563354,0.0001939146155853518
78,아난티,59133612269,-8138187352,KOSDAQ,0.09301454330571418,0.00047259436073653316
79,한국전자인증,32498087699,3724221540,KOSDAQ,0.09354039864152598,0.00031245837692008466
80,파인텍,63760475680,-28045274365,KOSDAQ,0.09213207094941936,0.0005004116211909914
81,대창솔루션,25432584474,-25654344840,KOSDAQ,0.09223805979702342,0.0002699797200000695
82,메디콕스,16190177636,-8788023073,KOSDAQ,0.09298573637582329,0.00021441325619924028
83,토비스,271122967026,-1720283111,KOSDAQ,0.0932990461601163,0.0017470999103986367
84,에스맥,97622233098,10314747260,KOSDAQ,0.0938325537296889,0.000703992587791994
85,영우디에스피,101611716397,7218566892,KOSDAQ,0.09369530142436275,0.0007279778421963399
86,신화콘텍,38032866550,2086776376,KOSDAQ,0.09346781142214854,0.0003457341344213891
87,이그잭스,21285001495,383474267,KOSDAQ,0.09339230479354789,0.00024504395126546025
88,우리기술,33130236822,-1668013879,KOSDAQ,0.0933013632320362,0.0003162589336338926
89,KMH하이텍,74741113468,1276417504,KOSDAQ,0.09343188857202228,0.0005664285389540438
90,젬백스지오,45333511979,-3724967769,KOSDAQ,0.09321017937651215,0.0003896264946110864
91,코디엠,27963850016,-7526109505,KOSDAQ,0.09304167644576251,0.000285197993505574
92,엠케이전자,476530542040,10715964476,KOSDAQ,0.09385033951129314,0.0029820350070126483
93,인성정보,105395601770,-6586901310,KOSDAQ,0.0930833111293479,0.000750727017091003
94,하림,869657818687,3542598096,KOSDAQ,0.09353234735464105,0.005345563573739444
95,서린바이오,60880233600,5571273784,KOSDAQ,0.09362227764998653,0.00048309525868053333
96,드림시큐리티,24874759715,1819462987,KOSDAQ,0.09345596153792861,0.0002666260103201689
97,세종텔레콤,253481518452,19530627082,KOSDAQ,0.09424108960319663,0.0016410373954321904
98,팍스넷,-6768874530,-9976160028,KOSDAQ,0.09293306679048441,7.638066756246343e-05
99,한국선재,152868934222,2277701464,KOSDAQ,0.09347627504679502,0.0010361424132574
100,한송네오텍,19347175084,-1376715814,KOSDAQ,0.09331427634632744,0.00023339350533654863
101,바이오로그디바이스,73370440676,-5388320955,KOSDAQ,0.09313644366598647,0.0005581878889356628
102,시스웍,18772442685,1904547115,KOSDAQ,0.09345973327966413,0.0002299381448872668
103,지티지웰니스,17968287480,-23071322274,KOSDAQ,0.09235256404411353,0.00022510346687837812
104,오리엔트정공,50503039117,-24867873317,KOSDAQ,0.09227292373154118,0.0004207063147938605
105,코데즈컴바인,30521840046,3634229592,KOSDAQ,0.0935364093383021,0.00030057693785375797
106,자안바이오,11957335514,-10823954464,KOSDAQ,0.09289548443837523,0.000188964899221521
107,에이치엘비,48730105339,-60065222219,KOSDAQ,0.09071264083326505,0.00041004722324733183
108,비디아이,196498598791,-98830461276,KOSDAQ,0.08899419494358651,0.0012984492148740523
109,초록뱀미디어,25261190618,-44263742569,KOSDAQ,0.09141311343232357,0.00026894927948148596
110,파워로직스,837055039548,-7183791527,KOSDAQ,0.09305685125021534,0.0051495517362832935
111,아이에이,45467368369,14692007538,KOSDAQ,0.09402659574041201,0.0003904312553600792
112,바이오니아,158174269882,45546941972,KOSDAQ,0.09539438132729938,0.0010680387306420207
113,인터파크,169181557263,-5315246384,KOSDAQ,0.09313968302937568,0.0011342158689699863
114,스카이이앤엠,19697229511,-25343822957,KOSDAQ,0.09225182509465804,0.00023549807474007692
115,영화테크,32687241901,1061716366,KOSDAQ,0.0934223709656027,0.0003135955947792892
116,에스엘바이오닉스,28633745199,-1205856672,KOSDAQ,0.09332185045646905,0.00028922548408124037
117,판타지오,9143393519,-9167526705,KOSDAQ,0.09296891314778723,0.0001720471408125397
118,이랜텍,137625197627,-6775173179,KOSDAQ,0.09307496512072534,0.0009444952316798859
119,에이비프로바이오,24998301183,-49199267795,KOSDAQ,0.0911943237835469,0.00026736875651494783
120,라온시큐어,28479792179,-13012949186,KOSDAQ,0.09279844727121066,0.0002882998999706507
121,멜파스,50235709704,-11983306376,KOSDAQ,0.0928440908812521,0.00041909909814448216
122,제넨바이오,11845684651,-19449528517,KOSDAQ,0.09251311655833454,0.0001882936407770525
123,지나인제약,41937565619,-42498693966,KOSDAQ,0.09149135725567387,0.0003692096558168172
124,SM C&C,130340366829,-11539590447,KOSDAQ,0.09286376061199345,0.000900697950957733
