,name,sales,profit,market,min_max_profit,min_max_sales
85,세종텔레콤,253481518452,19530627082,KOSDAQ,0.09424108960319663,0.0015647762465240223
86,팍스넷,-6768874530,-9976160028,KOSDAQ,0.09293306679048441,0.0
87,한국선재,152868934222,2277701464,KOSDAQ,0.09347627504679502,0.0009598350585374575
88,이화전기,53295891764,-16235792745,KOSDAQ,0.09265558004268933,0.0003611441983734815
89,가온미디어,375718045861,6394382561,KOSDAQ,0.09365876569775826,0.0022997331176954523
90,한송네오텍,19347175084,-1376715814,KOSDAQ,0.09331427634632744,0.0001570248314355341
91,이노와이즈,3739068839,-8479138683,KOSDAQ,0.09299942908411798,6.317984766604386e-05
92,바이오로그디바이스,73370440676,-5388320955,KOSDAQ,0.09313644366598647,0.0004818440249414854
93,시스웍,18772442685,1904547115,KOSDAQ,0.09345973327966413,0.00015356920704335435
94,에이치엘비,48730105339,-60065222219,KOSDAQ,0.09071264083326505,0.0003336920433058964
95,초록뱀미디어,25261190618,-44263742569,KOSDAQ,0.09141311343232357,0.0001925833215616848
96,파워로직스,837055039548,-7183791527,KOSDAQ,0.09305685125021534,0.005073558590512891
97,아이에이,45467368369,14692007538,KOSDAQ,0.09402659574041201,0.00031407457702347323
98,휴마시스,45717211972,21107876061,KOSDAQ,0.09431100835233622,0.00031557678161513896
99,바이오니아,158174269882,45546941972,KOSDAQ,0.09539438132729938,0.0009917338123701905
100,인터파크,169181557263,-5315246384,KOSDAQ,0.09313968302937568,0.001057916005738266
101,영화테크,32687241901,1061716366,KOSDAQ,0.0934223709656027,0.00023723304723534145
102,퓨쳐스트림네트웍스,32380406845,-17485256439,KOSDAQ,0.09260019187015414,0.0002353881769866234
103,솔루에타,46433285705,-2511250490,KOSDAQ,0.09326398292629196,0.00031988223205200225
104,에스엘바이오닉스,28633745199,-1205856672,KOSDAQ,0.09332185045646905,0.0002128610749897827
105,쏠리드,128417788914,-13751332468,KOSDAQ,0.09276571506713228,0.0008128205970418625
106,티비씨,35104478149,4379971374,KOSDAQ,0.09356946774142855,0.0002517668729858711
107,판타지오,9143393519,-9167526705,KOSDAQ,0.09296891314778723,9.567378087732792e-05
108,카카오게임즈,378003049928,99447151669,KOSDAQ,0.09778375376662386,0.002313471886910297
109,에이비프로바이오,24998301183,-49199267795,KOSDAQ,0.0911943237835469,0.00019100267786452592
110,멜파스,50235709704,-11983306376,KOSDAQ,0.0928440908812521,0.00034274460964410676
111,신흥에스이씨,144717727317,2654039609,KOSDAQ,0.09349295795019344,0.0009108252768449135
112,제넨바이오,11845684651,-19449528517,KOSDAQ,0.09251311655833454,0.00011192152185514296
113,지나인제약,41937565619,-42498693966,KOSDAQ,0.09149135725567387,0.00029285135643645496
114,SM C&C,130340366829,-11539590447,KOSDAQ,0.09286376061199345,0.0008243802501090982
