,name,sales,profit,market,min_max_profit,min_max_sales
0,엔케이물산,28363441760,1314848025,KOSPI,0.09343359218000864,0.00021123585400220014
1,삼부토건,376331921995,8997259122,KOSPI,0.09377415006365922,0.0023034240969165964
2,대덕전자,614383245689,-12020073671,KOSPI,0.09284246100333818,0.0037347266686507947
3,부광약품,166144370475,-3741613965,KOSPI,0.09320944145801116,0.0010396546779159958
4,이아이디,77994442466,-20190067595,KOSPI,0.09248028878877367,0.0005096462045346475
5,에이프로젠제약,31831238395,-925139109,KOSPI,0.09333429454178964,0.00023208625787689955
6,인스코비,28795939799,7571406030,KOSPI,0.09371094262718165,0.0002138362829596397
7,미래아이앤지,5772566444,24275913145,KOSPI,0.09445144603407846,7.540641421684851e-05
8,신원,690237640165,-15193436771,KOSPI,0.09270178722166397,0.0041908072659189695
9,대한해운,500046203876,-44429943031,KOSPI,0.09140574583940439,0.003047266084723144
10,이수페타시스,335067412097,-62864957,KOSPI,0.09337251877330029,0.002055317939715475
11,HMM,6223944000000,59667000000,KOSPI,0.09602031725006155,0.03746265814726467
12,쌍방울,89571692944,-34011885242,KOSPI,0.09186757373009832,0.0005792553464862073
13,LG디스플레이,22799273000000,-1202769000000,KOSPI,0.04005708813151275,0.1371231458811474
14,동양철관,147757879740,6300202207,KOSPI,0.0936545907243502,0.0009291044357841734
15,대한전선,1448315791000,15881848000,KOSPI,0.09407934084146223,0.008748812615472877
16,사조동아원,391913286722,13743632140,KOSPI,0.09398455467877509,0.0023971082951760904
17,보해양조,78562428583,1193301863,KOSPI,0.09342820409244422,0.000513061266368189
18,후성,237239900296,13226857544,KOSPI,0.09396164628966183,0.001467122221857939
19,남선알미늄,268474785986,-2642503535,KOSPI,0.09325816453690046,0.0016549244635013763
20,SH에너지화학,91354317562,-9614069805,KOSPI,0.09294911808980677,0.000589973519191938
21,한솔로지스틱스,342734897569,7205284659,KOSPI,0.09369471262885265,0.0021014193077083503
22,두산중공업,3451444902650,-2106389304062,KOSPI,0.0,0.020792786177685627
23,아남전자,224335479,6043109,KOSPI,0.09337557343736697,4.204723298840165e-05
24,국동,167078106216,4878906329,KOSPI,0.09359158530715221,0.0010452688385376413
25,명신산업,148453325397,-132639991728,KOSPI,0.08749543342294244,0.0009332858582687003
26,삼성중공업,6825532312130,-1413222320288,KOSPI,0.030727785590998476,0.041079755859284695
27,LG유플러스,12352879000000,338082000000,KOSPI,0.10836233097197756,0.07431336870566534
28,KEC,190463285862,-45196541320,KOSPI,0.09137176287655384,0.0011858740964643363
29,대한항공,7405005608096,-988808937613,KOSPI,0.049541842997171424,0.044563885272627383
30,TYM,387284201393,6229756009,KOSPI,0.09365146787557276,0.002369275550399205
31,한솔홈데코,248115961496,2442031287,KOSPI,0.0934835597151153,0.001532515407345573
32,대원제약,306358567294,23726450796,KOSPI,0.09442708861134248,0.0018827037203932927
33,대창,421320231752,3738897964,KOSPI,0.09354104924090603,0.0025739198977966643
34,동양,444361323539,-16872049486,KOSPI,0.0926273750629717,0.002712456300025156
35,신성통상,1020453496725,20579009598,KOSPI,0.09428756393611076,0.006176256442959827
36,팬오션,2102895000000,91025000000,KOSPI,0.09741040351082997,0.01268452232171154
37,두산인프라코어,2712338251075,-45275224288,KOSPI,0.09136827489540794,0.016348848480682965
38,대우건설,7637255920891,212016802723,KOSPI,0.1027739165738712,0.04596030880361712
39,넥스트사이언스,14637997900,-28936275373,KOSPI,0.09209257326909691,0.0001287105279919818
40,한화시스템,1631867959508,89752740625,KOSPI,0.09735400481584555,0.009852434669558147
41,SK하이닉스,30524987000000,5650034000000,KOSPI,0.3438388120314004,0.1835746175431872
42,진원생명과학,35774126191,-17337983349,KOSPI,0.09260672042104992,0.00025579318525247887
43,YG PLUS,70470966418,-2836557121,KOSPI,0.09324956222732231,0.0004644107046903991
44,에이프로젠 MED,72536685082,-51043463696,KOSPI,0.09111257139550731,0.0004768310029285351
45,삼성엔지니어링,5020786128327,310420940968,KOSPI,0.10713612846803318,0.030228575474649758
46,DB,224893353750,8401566116,KOSPI,0.09374774325636039,0.00139288762593508
47,다이나믹디자인,42506006340,-27745252058,KOSPI,0.09214537080549708,0.00029626915161280775
48,삼성전자,166311191000000,20451923000000,KOSPI,1.0,1.0
49,엑세스바이오,92215510,55976701,KOSDAQ,0.09337778697139942,4.125285113631742e-05
50,휴림로봇,19919797790,48634658451,KOSDAQ,0.09553125843217235,0.00016046777113027294
51,팜스토리,960780357167,36033518040,KOSDAQ,0.0949726554550901,0.005817466931574423
52,케이피엠테크,23208098065,-15690493213,KOSDAQ,0.09267975292959016,0.00018023893882305062
53,SM Life Design,25072356358,-1871552489,KOSDAQ,0.09329234045554226,0.00019144794051118095
54,삼기,326094388616,-7327268726,KOSDAQ,0.0930504909694875,0.0020013669203080143
55,위즈코프,27401641595,2462274177,KOSDAQ,0.09348445707346938,0.00020545295379271236
56,동아화성,125677739369,12285765400,KOSDAQ,0.09391992809145111,0.0007963458305941073
57,시노펙스,84152067654,-13369782899,KOSDAQ,0.09278262899065003,0.0005466694171368541
58,이트론,41349066553,-9096117750,KOSDAQ,0.09297207867515636,0.0002893129588608476
59,에스에이엠티,1240458342248,34446386226,KOSDAQ,0.09490229860424917,0.007499053125224156
60,에이루트,20862301190,-17786576458,KOSDAQ,0.09258683448707784,0.0001661346480010031
61,모트렉스,235113949860,-24326704624,KOSDAQ,0.09229691350017749,0.0014543397752863011
62,바이온,15667498954,-11403085483,KOSDAQ,0.09286981181662969,0.00013490048519670372
63,율호,60246212778,101610395,KOSDAQ,0.09337980989285671,0.00040293355785843014
64,소프트센,47614800961,-1817575841,KOSDAQ,0.09329473321645772,0.0003269861867715727
65,제이엠아이,12780625125,-7413288395,KOSDAQ,0.09304667775563354,0.00011754292603004577
66,인트로메딕,5945898522,-7898662739,KOSDAQ,0.0930251613257935,7.644858716155492e-05
67,에코프로,101777271536,192410422367,KOSDAQ,0.10190477441058668,0.0006526423613414152
68,아난티,59133612269,-8138187352,KOSDAQ,0.09301454330571418,0.00039624395855214153
69,한국전자인증,32498087699,3724221540,KOSDAQ,0.09354039864152598,0.00023609574250804262
70,파인텍,63760475680,-28045274365,KOSDAQ,0.09213207094941936,0.0004240633438698216
71,젬백스링크,93561525700,4141139397,KOSDAQ,0.09355888042559654,0.0006032445341783238
72,대창솔루션,25432584474,-25654344840,KOSDAQ,0.09223805979702342,0.00019361384079201506
73,메디콕스,16190177636,-8788023073,KOSDAQ,0.09298573637582329,0.00013804313246338682
74,에스맥,97622233098,10314747260,KOSDAQ,0.0938325537296889,0.0006276598613087395
75,영우디에스피,101611716397,7218566892,KOSDAQ,0.09369530142436275,0.0006516469478627693
76,이그잭스,21285001495,383474267,KOSDAQ,0.09339230479354789,0.00016867616730125717
77,우리기술,33130236822,-1668013879,KOSDAQ,0.0933013632320362,0.00023989658953308364
78,KMH하이텍,74741113468,1276417504,KOSDAQ,0.09343188857202228,0.0004900853044342956
79,젬백스지오,45333511979,-3724967769,KOSDAQ,0.09321017937651215,0.0003132697548016219
80,지엘팜텍,2881191689,-3599224000,KOSDAQ,0.093215753542137,5.802179287360183e-05
81,코디엠,27963850016,-7526109505,KOSDAQ,0.09304167644576251,0.00020883327676819935
82,인성정보,105395601770,-6586901310,KOSDAQ,0.0930833111293479,0.0006743978604873262
83,하림,869657818687,3542598096,KOSDAQ,0.09353234735464105,0.005269585400627659
84,서린바이오,60880233600,5571273784,KOSDAQ,0.09362227764998653,0.00040674565862300365
