,corp_code,corp_name,stock_code,modify_date
51163,01433269,대명운수, ,20210215
51164,01444672,현담, ,20210215
51165,01449491,세화헬스케어, ,20210215
51166,00533702,순환엔지니어링, ,20210215
51167,01400465,의정부리듬시티, ,20210215
51168,00983466,대오정공, ,20210215
51169,01031779,월드페이퍼, ,20210215
51170,00797258,비지에프네트웍스, ,20210215
51171,01483635,에이치엠포레스트, ,20200601
51172,01485536,유앤에스제사차유동화전문유한회사, ,20200610
51173,01485156,이레테크, ,20200610
51174,01485545,이지스엔지제28호사모부동산투자, ,20200610
51175,01485554,메인텍, ,20200610
51176,01230361,신보2017제3차유동화전문유한회사, ,20200610
51177,01485642,에이치아이소래제일차, ,20200610
51178,01485651,에이치아이씨에스, ,20200610
51179,01485712,엠디아이에이치제삼차, ,20200610
51180,01485721,엠디아이에이치제이차, ,20200610
51181,01485730,와이디제이제이차, ,20200610
51182,01489675,태일기공, ,20200714
51183,01377909,에스에이치파워, ,20200714
51184,01489718,지아이비팔래스제이차, ,20200714
51185,01043297,남송시멘트, ,20200904
51186,01495922,인성종합관리, ,20200904
51187,01496161,두라로지스틱스, ,20200904
51188,01496198,진접2대토제2차, ,20200904
51189,01496204,퀀텀점프제일차, ,20200904
51190,01496222,원펀치디케이제일차, ,20200904
51191,01496231,원펀치파이어제일차, ,20200904
51192,01496240,엔온제일차, ,20200904
51193,01494996,에이티컴퍼니, ,20200904
51194,00345709,페르노리카코리아임페리얼, ,20201008
51195,01504062,두성시스템, ,20201008
51196,01504363,씨앤엠, ,20201008
51197,01502453,스펙업애드, ,20201008
51198,00155452,풍국주정,023900,20201214
51199,00242378,이지홀딩스,035810,20201214
51200,01480568,이지바이오,353810,20201214
51201,00192499,팜스토리,027710,20201214
51202,00204208,마니커,027740,20201214
51203,00418379,자연과환경,043910,20201214
51204,00250058,케이디에스, ,20201214
51205,00110431,JW신약,067290,20201214
51206,00152686,코리아써키트,007810,20201214
51207,00206686,케이피엠테크,042040,20201214
51208,00954242,하이골드12호,172580,20201214
51209,01431377,휴렛팩커드파이낸셜서비스대부, ,20201214
51210,01516988,와이에이치동부산, ,20201214
51211,01498488,랜드로드제육차, ,20200910
51212,01498202,더원네트웍스, ,20200910
51213,01498497,큰솔, ,20200910
51214,01076772,하이에스에어일호, ,20201015
51215,00596075,제이위드맨, ,20201015
51216,01506130,유앤아이투자개발3, ,20201015
51217,01506103,케이알유피엠씨, ,20201015
51218,00523033,이알지서비스, ,20210208
51219,01300776,에이젯시스템, ,20210208
51220,00367914,영진공업, ,20210208
51221,00259253,피케이밸브, ,20210208
51222,01155741,포어링크, ,20210208
51223,00488785,영진디엔티, ,20210208
51224,01014824,한국미즈노, ,20210208
51225,01338380,그레이트지엠제십사차, ,20210208
51226,01370252,에버켐텍, ,20210208
51227,00412922,대한파카라이징, ,20210208
51228,00203591,태경에코, ,20210208
51229,00917843,라셀르, ,20210208
51230,01451858,삼운전자, ,20210208
51231,00661689,코엠테크, ,20210208
51232,01073067,에네오스코리아, ,20210208
51233,00604301,파이오락스, ,20210208
51234,01497036,포인, ,20200909
51235,01497850,심플프로젝트컴퍼니, ,20200909
51236,00544319,상도전기공업, ,20200909
51237,01497939,이프지금제일차, ,20200909
