,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
율호,2021-08-20,2145,-915,2795,2815,2145,14159684,-29.901960784313726,코스닥 IT,KOSDAQ,-8% 이하
퓨쳐스트림네트웍스,2021-08-20,1125,15,1240,1250,1115,13727384,1.3513513513513513,제조업,KOSDAQ,0 ~ 2%
이스타코,2021-08-20,4490,340,4150,4490,4150,13245446,8.19277108433735,서비스업,KOSPI,8% 이상
솔루에타,2021-08-20,2995,-225,3350,4050,2950,11885051,-6.987577639751552,코스닥 IT,KOSDAQ,-6 ~ -8%
대한전선,2021-08-20,2335,-65,2390,2460,2310,11737817,-2.7083333333333335,전기전자,KOSPI,-2 ~ -4%
하림,2021-08-20,3100,-5,3255,3345,3080,10991501,-0.1610305958132045,제조업,KOSDAQ,0 ~ -2%
바이온,2021-08-20,1420,60,1340,1490,1315,9142064,4.411764705882353,유통,KOSDAQ,4 ~ 6%
우리종금,2021-08-20,872,-41,914,920,870,8923984,-4.490690032858708,금융업,KOSPI,-4 ~ -6%
WI,2021-08-20,2030,60,2040,2085,1950,8812383,3.0456852791878175,제조업,KOSDAQ,2 ~ 4%
세종텔레콤,2021-08-20,559,-27,583,600,559,8590895,-4.607508532423208,코스닥 IT,KOSDAQ,-4 ~ -6%
진양제약,2021-08-20,7430,840,6730,8540,6630,8074016,12.746585735963581,제조업,KOSDAQ,8% 이상
팬오션,2021-08-20,7630,-100,7890,7920,7550,8049406,-1.29366106080207,운수창고업,KOSPI,0 ~ -2%
코디엠,2021-08-20,252,-13,270,270,248,7817898,-4.905660377358491,코스닥 IT,KOSDAQ,-4 ~ -6%
씨아이에스,2021-08-20,12950,-1500,14350,14600,12900,7149032,-10.380622837370241,제조업,KOSDAQ,-8% 이하
영화테크,2021-08-20,18600,-700,19200,19500,17850,7111278,-3.6269430051813467,제조업,KOSDAQ,-2 ~ -4%
비보존 헬스케어,2021-08-20,1555,80,1480,1590,1475,7087822,5.423728813559322,코스닥 IT,KOSDAQ,4 ~ 6%
이화전기,2021-08-20,2145,95,2270,2325,2070,7029353,4.634146341463414,코스닥 IT,KOSDAQ,4 ~ 6%
멜파스,2021-08-20,3555,-45,3530,3615,3120,7028241,-1.25,코스닥 IT,KOSDAQ,0 ~ -2%
두산중공업,2021-08-20,19500,0,19550,20100,19350,6863731,0.0,기계,KOSPI,0 ~ -2%
국동,2021-08-20,2325,-175,2550,2550,2010,6706360,-7.000000000000001,유통업,KOSPI,-6 ~ -8%
인스코비,2021-08-20,4170,90,4035,4275,4000,6697289,2.2058823529411766,통신업,KOSPI,2 ~ 4%
켐온,2021-08-20,4150,-330,4350,4365,4120,6468611,-7.366071428571429,기타서비스,KOSDAQ,-6 ~ -8%
KMH하이텍,2021-08-20,1795,-170,1990,2040,1780,6311449,-8.651399491094146,코스닥 IT,KOSDAQ,-8% 이하
아이에이,2021-08-20,1000,-25,1035,1060,995,6237589,-2.4390243902439024,코스닥 IT,KOSDAQ,-2 ~ -4%
소프트센,2021-08-20,2170,-340,2480,2485,2155,6055550,-13.545816733067728,유통,KOSDAQ,-8% 이하
SM C&C,2021-08-20,4570,-325,4850,4875,4290,5830132,-6.639427987742594,코스닥 IT,KOSDAQ,-6 ~ -8%
쌍방울,2021-08-20,683,-21,707,714,680,5562241,-2.9829545454545454,섬유의복,KOSPI,-2 ~ -4%
쏠리드,2021-08-20,6530,130,6510,7160,6410,5517684,2.03125,코스닥 IT,KOSDAQ,2 ~ 4%
젬백스지오,2021-08-20,1070,10,1045,1140,991,5359546,0.9433962264150944,건설,KOSDAQ,0 ~ 2%
TYM,2021-08-20,2105,-35,2145,2190,2080,5235272,-1.6355140186915886,기계,KOSPI,0 ~ -2%
시스웍,2021-08-20,1930,-170,2100,2160,1915,5234065,-8.095238095238095,제조업,KOSDAQ,-8% 이하
삼성중공업,2021-08-20,5580,-190,5790,5870,5520,5158092,-3.2928942807625647,운수장비,KOSPI,-2 ~ -4%
에이치엘비제약,2021-08-20,27250,2800,24900,29500,23950,5124368,11.451942740286299,기타서비스,KOSDAQ,8% 이상
옵티시스,2021-08-20,26000,1050,25600,29700,25200,5046593,4.208416833667335,코스닥 IT,KOSDAQ,4 ~ 6%
신라섬유,2021-08-20,2830,-170,2960,3140,2815,5030998,-5.666666666666666,유통,KOSDAQ,-4 ~ -6%
메디콕스,2021-08-20,1605,-20,1610,1665,1570,4998976,-1.2307692307692308,제조업,KOSDAQ,0 ~ -2%
에이비프로바이오,2021-08-20,1000,-55,1055,1080,996,4915465,-5.213270142180095,제조업,KOSDAQ,-4 ~ -6%
LG디스플레이,2021-08-20,19700,-550,20400,20750,19550,4906032,-2.7160493827160495,전기전자,KOSPI,-2 ~ -4%
경남스틸,2021-08-20,5030,-30,5040,5300,4860,4899617,-0.592885375494071,제조업,KOSDAQ,0 ~ -2%
SK증권,2021-08-20,843,-22,868,878,838,4886788,-2.5433526011560694,금융업,KOSPI,-2 ~ -4%
양지사,2021-08-20,13400,0,12950,15250,12750,4837708,0.0,제조업,KOSDAQ,0 ~ -2%
대영포장,2021-08-20,2630,-250,2880,2905,2605,4815787,-8.680555555555555,종이목재,KOSPI,-8% 이하
SK하이닉스,2021-08-20,102500,0,104000,104500,102000,4697531,0.0,전기전자,KOSPI,0 ~ -2%
제이엠아이,2021-08-20,1585,-215,1815,1815,1540,4599974,-11.944444444444445,제조업,KOSDAQ,-8% 이하
우리기술,2021-08-20,2035,5,2055,2105,2010,4522220,0.24630541871921183,제조업,KOSDAQ,0 ~ 2%
영우디에스피,2021-08-20,2425,-110,2565,2650,2345,4481553,-4.339250493096647,코스닥 IT,KOSDAQ,-4 ~ -6%
한화생명,2021-08-20,3155,-85,3250,3280,3130,4443577,-2.6234567901234565,금융업,KOSPI,-2 ~ -4%
HMM,2021-08-20,38200,200,38450,39050,37700,4299431,0.5263157894736842,운수창고업,KOSPI,0 ~ 2%
에코프로에이치엔,2021-08-20,103100,-18900,115000,116000,92900,4204110,-15.491803278688524,제조업,KOSDAQ,-8% 이하
코세스,2021-08-20,12500,-350,13200,14100,12350,4127200,-2.7237354085603114,코스닥 IT,KOSDAQ,-2 ~ -4%
동아화성,2021-08-20,13400,150,13350,15250,13250,4024963,1.1320754716981132,제조업,KOSDAQ,0 ~ 2%
제넨바이오,2021-08-20,1350,-100,1440,1475,1325,4007878,-6.896551724137931,유통,KOSDAQ,-6 ~ -8%
아이진,2021-08-20,43000,3650,39100,46700,38750,3747424,9.275730622617536,기타서비스,KOSDAQ,8% 이상
아즈텍WB,2021-08-20,4425,-510,4940,5140,4350,3656540,-10.33434650455927,제조업,KOSDAQ,-8% 이하
켐트로스,2021-08-20,8720,-390,9320,9530,8600,3615351,-4.281009879253568,제조업,KOSDAQ,-4 ~ -6%
골드퍼시픽,2021-08-20,1345,-40,1405,1440,1320,3561174,-2.888086642599278,유통,KOSDAQ,-2 ~ -4%
삼일기업공사,2021-08-20,8460,460,7930,8790,7920,3526301,5.75,건설,KOSDAQ,4 ~ 6%
피에이치씨,2021-08-20,1910,-145,2080,2120,1875,3490177,-7.0559610705596105,유통,KOSDAQ,-6 ~ -8%
인성정보,2021-08-20,2640,-255,2860,2890,2640,3476474,-8.808290155440414,코스닥 IT,KOSDAQ,-8% 이하
일신바이오,2021-08-20,5890,-120,6050,6350,5830,3467866,-1.9966722129783694,제조업,KOSDAQ,0 ~ -2%
서한,2021-08-20,1810,5,1825,1875,1755,3451455,0.2770083102493075,건설,KOSDAQ,0 ~ 2%
바이오니아,2021-08-20,56000,1700,53900,58800,53000,3421647,3.1307550644567224,제조업,KOSDAQ,2 ~ 4%
인트로메딕,2021-08-20,3240,165,3125,3405,3070,3421300,5.365853658536586,제조업,KOSDAQ,4 ~ 6%
에이치엘비,2021-08-20,41600,300,41300,42650,40400,3393859,0.7263922518159807,제조업,KOSDAQ,0 ~ 2%
신일전자,2021-08-20,1725,-35,1785,1790,1700,3362310,-1.9886363636363635,유통업,KOSPI,0 ~ -2%
신흥에스이씨,2021-08-20,83800,5700,77500,95000,74900,3336939,7.298335467349553,코스닥 IT,KOSDAQ,6 ~ 8%
초록뱀미디어,2021-08-20,2265,-55,2350,2375,2220,3327568,-2.3706896551724137,오락·문화,KOSDAQ,-2 ~ -4%
후성,2021-08-20,13800,-400,14400,14500,13650,3288588,-2.8169014084507045,화학,KOSPI,-2 ~ -4%
KH E&T,2021-08-20,1820,-320,2115,2120,1735,3258865,-14.953271028037381,건설,KOSDAQ,-8% 이하
사조동아원,2021-08-20,1280,-55,1355,1360,1260,3248204,-4.119850187265917,음식료품,KOSPI,-4 ~ -6%
일신석재,2021-08-20,2465,-40,2515,2580,2455,3224223,-1.5968063872255487,유통업,KOSPI,0 ~ -2%
신송홀딩스,2021-08-20,5880,510,6560,6870,5560,3221454,9.497206703910614,유통업,KOSPI,8% 이상
동양철관,2021-08-20,1415,-85,1495,1520,1400,3168797,-5.666666666666666,철강금속,KOSPI,-4 ~ -6%
빅텍,2021-08-20,7000,-20,6970,7170,6880,3154838,-0.2849002849002849,제조업,KOSDAQ,0 ~ -2%
케이사인,2021-08-20,2375,-125,2515,2555,2350,3143976,-5.0,코스닥 IT,KOSDAQ,-4 ~ -6%
한국선재,2021-08-20,6010,-600,6510,6550,5950,3122239,-9.07715582450832,제조업,KOSDAQ,-8% 이하
아난티,2021-08-20,10500,50,10700,10800,10350,3061192,0.4784688995215311,없음,KOSDAQ,0 ~ 2%
한솔로지스틱스,2021-08-20,4225,-60,4295,4445,4180,3020781,-1.4002333722287048,운수창고업,KOSPI,0 ~ -2%
한국비엔씨,2021-08-20,21550,1350,20150,21800,19700,3004829,6.683168316831684,제조업,KOSDAQ,6 ~ 8%
위즈코프,2021-08-20,2510,-215,2720,2730,2480,3003837,-7.889908256880735,유통,KOSDAQ,-6 ~ -8%
넥스트사이언스,2021-08-20,24350,-600,24950,26000,23550,2992063,-2.404809619238477,없음,KOSPI,-2 ~ -4%
케이피엠테크,2021-08-20,2545,-115,2665,2700,2480,2987899,-4.323308270676692,제조업,KOSDAQ,-4 ~ -6%
DB,2021-08-20,999,-36,1035,1045,993,2981712,-3.4782608695652173,서비스업,KOSPI,-2 ~ -4%
에스맥,2021-08-20,1120,-65,1185,1210,1120,2981293,-5.485232067510549,코스닥 IT,KOSDAQ,-4 ~ -6%
에이프로젠 MED,2021-08-20,1840,-80,1915,1950,1825,2980522,-4.166666666666666,기계,KOSPI,-4 ~ -6%
대한해운,2021-08-20,2705,-135,2815,2870,2695,2978399,-4.753521126760563,운수창고업,KOSPI,-4 ~ -6%
이그잭스,2021-08-20,2210,-75,2295,2330,2080,2956867,-3.282275711159737,코스닥 IT,KOSDAQ,-2 ~ -4%
에스에이엠티,2021-08-20,4760,-160,4925,4970,4685,2931425,-3.2520325203252036,유통,KOSDAQ,-2 ~ -4%
에이엔피,2021-08-20,2160,-365,2510,2510,2030,2931075,-14.455445544554454,전기전자,KOSPI,-8% 이하
이수페타시스,2021-08-20,3730,-280,4030,4070,3655,2909004,-6.982543640897755,전기전자,KOSPI,-6 ~ -8%
한국토지신탁,2021-08-20,2315,50,2280,2370,2280,2889566,2.207505518763797,금융업,KOSPI,2 ~ 4%
대덕전자,2021-08-20,16700,-600,17350,17600,16500,2888320,-3.4682080924855487,전기전자,KOSPI,-2 ~ -4%
팜스토리,2021-08-20,2040,-90,2160,2175,2015,2871740,-4.225352112676056,제조업,KOSDAQ,-4 ~ -6%
에코프로,2021-08-20,98500,4400,95200,106900,95200,2870501,4.675876726886291,코스닥 IT,KOSDAQ,4 ~ 6%
조일알미늄,2021-08-20,1170,-95,1250,1270,1150,2822977,-7.5098814229249005,철강금속,KOSPI,-6 ~ -8%
우리금융지주,2021-08-20,10550,-200,10750,10800,10450,2802324,-1.8604651162790697,금융업,KOSPI,0 ~ -2%
에스엘바이오닉스,2021-08-20,697,-54,745,745,670,2770484,-7.1904127829560585,코스닥 IT,KOSDAQ,-6 ~ -8%
카카오,2021-08-20,144000,-2500,146500,149000,143000,2763109,-1.7064846416382253,서비스업,KOSPI,0 ~ -2%
SM Life Design,2021-08-20,2800,-210,3015,3030,2775,2754238,-6.976744186046512,제조업,KOSDAQ,-6 ~ -8%
삼성엔지니어링,2021-08-20,21100,-350,21450,21850,20800,2715407,-1.6317016317016315,서비스업,KOSPI,0 ~ -2%
YG PLUS,2021-08-20,7030,170,6870,7240,6550,2703115,2.478134110787172,서비스업,KOSPI,2 ~ 4%
카카오게임즈,2021-08-20,77600,1500,77000,79600,76200,2672390,1.971090670170828,코스닥 IT,KOSDAQ,0 ~ 2%
한화시스템,2021-08-20,18150,-350,18850,19100,18050,2661316,-1.891891891891892,전기전자,KOSPI,0 ~ -2%
SBI인베스트먼트,2021-08-20,1690,-45,1755,1775,1670,2656846,-2.5936599423631126,금융,KOSDAQ,-2 ~ -4%
덱스터,2021-08-20,11550,-650,12500,12850,11300,2655485,-5.327868852459016,오락·문화,KOSDAQ,-4 ~ -6%
명신산업,2021-08-20,29100,-800,30500,30800,27800,2652814,-2.6755852842809364,운수장비,KOSPI,-2 ~ -4%
남선알미늄,2021-08-20,3445,-145,3640,3655,3400,2621931,-4.03899721448468,철강금속,KOSPI,-4 ~ -6%
젬백스링크,2021-08-20,1550,-120,1685,1695,1525,2597021,-7.18562874251497,유통,KOSDAQ,-6 ~ -8%
한송네오텍,2021-08-20,1670,-40,1710,1740,1595,2572806,-2.3391812865497075,제조업,KOSDAQ,-2 ~ -4%
대창솔루션,2021-08-20,601,9,594,602,562,2561176,1.5202702702702704,제조업,KOSDAQ,0 ~ 2%
대한항공,2021-08-20,27600,-800,28400,28650,27300,2541225,-2.8169014084507045,운수창고업,KOSPI,-2 ~ -4%
진원생명과학,2021-08-20,34800,-550,35450,36650,34200,2535706,-1.5558698727015559,의약품,KOSPI,0 ~ -2%
큐로,2021-08-20,494,-24,513,525,486,2525079,-4.633204633204633,기계,KOSPI,-4 ~ -6%
티비씨,2021-08-20,1010,-85,1095,1105,994,2520285,-7.76255707762557,코스닥 IT,KOSDAQ,-6 ~ -8%
지엘팜텍,2021-08-20,1140,-200,1340,1365,1100,2501992,-14.925373134328357,기타서비스,KOSDAQ,-8% 이하
기아,2021-08-20,79400,-1000,80500,81200,78600,2468897,-1.2437810945273633,운수장비,KOSPI,0 ~ -2%
대우건설,2021-08-20,6390,-170,6560,6700,6380,2461398,-2.591463414634146,건설업,KOSPI,-2 ~ -4%
국전약품,2021-08-20,7170,90,7160,7350,6750,2451792,1.2711864406779663,제조업,KOSDAQ,0 ~ 2%
엑세스바이오,2021-08-20,15950,-1050,17200,17300,15500,2441970,-6.176470588235294,없음,KOSDAQ,-6 ~ -8%
파워로직스,2021-08-20,8820,-400,9230,9480,8710,2416515,-4.3383947939262475,코스닥 IT,KOSDAQ,-4 ~ -6%
리더스 기술투자,2021-08-20,738,-44,772,795,738,2405476,-5.626598465473146,금융,KOSDAQ,-4 ~ -6%
휴림로봇,2021-08-20,875,-70,945,954,866,2364300,-7.4074074074074066,제조업,KOSDAQ,-6 ~ -8%
아남전자,2021-08-20,2445,-150,2615,2640,2430,2362105,-5.780346820809249,전기전자,KOSPI,-4 ~ -6%
파인텍,2021-08-20,1640,-40,1690,1725,1620,2351324,-2.380952380952381,코스닥 IT,KOSDAQ,-2 ~ -4%
보해양조,2021-08-20,980,-18,1000,1015,966,2326813,-1.8036072144288577,음식료품,KOSPI,0 ~ -2%
가온미디어,2021-08-20,15850,100,15900,16950,15650,2320239,0.6349206349206349,코스닥 IT,KOSDAQ,0 ~ 2%
휴마시스,2021-08-20,15550,-800,16250,16500,15200,2318566,-4.892966360856269,제조업,KOSDAQ,-4 ~ -6%
모트렉스,2021-08-20,6010,-290,6440,6540,5960,2293660,-4.603174603174604,제조업,KOSDAQ,-4 ~ -6%
두산인프라코어,2021-08-20,14250,-700,15000,15150,14200,2261345,-4.682274247491638,기계,KOSPI,-4 ~ -6%
에이프로젠제약,2021-08-20,1040,-50,1090,1110,1015,2238448,-4.587155963302752,의약품,KOSPI,-4 ~ -6%
