,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
삼성스팩2호,2021-08-19,10500,690,10100,11500,9830,5421918,7.033639143730887,금융,KOSDAQ,6 ~ 8%
유니켐,2021-08-19,1645,65,1615,1760,1605,5375845,4.113924050632911,제조업,KOSPI,4 ~ 6%
쌍방울,2021-08-19,704,-15,715,732,700,5299632,-2.086230876216968,섬유의복,KOSPI,-2 ~ -4%
드림시큐리티,2021-08-19,5230,80,5100,5680,5050,5166086,1.5533980582524272,제조업,KOSDAQ,0 ~ 2%
신라섬유,2021-08-19,3000,115,2885,3195,2885,5160827,3.9861351819757362,유통,KOSDAQ,2 ~ 4%
스카이이앤엠,2021-08-19,876,-64,855,927,848,5134939,-6.808510638297872,유통,KOSDAQ,-6 ~ -8%
토비스,2021-08-19,7350,-70,7570,8430,7320,5089538,-0.9433962264150944,코스닥 IT,KOSDAQ,0 ~ -2%
대창솔루션,2021-08-19,592,-50,642,646,583,5081675,-7.78816199376947,제조업,KOSDAQ,-6 ~ -8%
아난티,2021-08-19,10450,-50,10400,11050,10300,5057600,-0.4761904761904762,없음,KOSDAQ,0 ~ -2%
삼성중공업,2021-08-19,5770,-270,6000,6040,5760,5043653,-4.470198675496689,운수장비,KOSPI,-4 ~ -6%
인터파크,2021-08-19,8630,50,8510,8840,8490,4993466,0.5827505827505828,유통,KOSDAQ,0 ~ 2%
제이엠아이,2021-08-19,1800,-330,2015,2045,1700,4951730,-15.492957746478872,제조업,KOSDAQ,-8% 이하
에이치엘비,2021-08-19,41300,-700,43000,44000,40000,4944058,-1.6666666666666667,제조업,KOSDAQ,0 ~ -2%
이스타코,2021-08-19,4150,-115,4200,4430,4100,4785805,-2.6963657678780772,서비스업,KOSPI,-2 ~ -4%
시너지이노베이션,2021-08-19,4110,-40,4050,4640,4050,4785515,-0.9638554216867471,제조업,KOSDAQ,0 ~ -2%
아이에이,2021-08-19,1025,-75,1090,1100,1025,4772583,-6.8181818181818175,코스닥 IT,KOSDAQ,-6 ~ -8%
SM C&C,2021-08-19,4895,-425,5200,5210,4815,4715988,-7.988721804511279,코스닥 IT,KOSDAQ,-6 ~ -8%
신화콘텍,2021-08-19,5660,340,5320,6070,5200,4711813,6.390977443609022,코스닥 IT,KOSDAQ,6 ~ 8%
한국전자홀딩스,2021-08-19,1335,20,1365,1500,1310,4686559,1.520912547528517,금융업,KOSPI,0 ~ 2%
후성,2021-08-19,14200,-450,14350,14900,14200,4626017,-3.0716723549488054,화학,KOSPI,-2 ~ -4%
에이비프로바이오,2021-08-19,1055,-80,1125,1130,1055,4558210,-7.048458149779736,제조업,KOSDAQ,-6 ~ -8%
제넨바이오,2021-08-19,1450,0,1485,1520,1440,4452455,0.0,유통,KOSDAQ,0 ~ -2%
엑세스바이오,2021-08-19,17000,-1000,17900,18750,16600,4280951,-5.555555555555555,없음,KOSDAQ,-4 ~ -6%
KD,2021-08-19,1950,-40,1960,2185,1880,4252523,-2.0100502512562812,건설,KOSDAQ,-2 ~ -4%
일신석재,2021-08-19,2505,20,2455,2585,2450,4251195,0.8048289738430584,유통업,KOSPI,0 ~ 2%
이랜텍,2021-08-19,8000,-450,8850,9270,7780,4212336,-5.325443786982249,코스닥 IT,KOSDAQ,-4 ~ -6%
우리종금,2021-08-19,913,-30,940,949,912,4142867,-3.1813361611876987,금융업,KOSPI,-2 ~ -4%
에스맥,2021-08-19,1185,15,1160,1245,1150,4106994,1.282051282051282,코스닥 IT,KOSDAQ,0 ~ 2%
대원제약,2021-08-19,20650,-1100,21200,22100,20250,4092380,-5.057471264367816,의약품,KOSPI,-4 ~ -6%
초록뱀미디어,2021-08-19,2320,-110,2455,2465,2295,4088354,-4.526748971193416,오락·문화,KOSDAQ,-4 ~ -6%
골드퍼시픽,2021-08-19,1385,-95,1455,1490,1385,4077450,-6.418918918918918,유통,KOSDAQ,-6 ~ -8%
한화생명,2021-08-19,3240,-130,3385,3390,3220,4051544,-3.857566765578635,금융업,KOSPI,-2 ~ -4%
서린바이오,2021-08-19,33700,-1300,34300,36500,32300,4033228,-3.7142857142857144,유통,KOSDAQ,-2 ~ -4%
아즈텍WB,2021-08-19,4935,-145,5170,5300,4915,4009733,-2.8543307086614176,제조업,KOSDAQ,-2 ~ -4%
한국선재,2021-08-19,6610,-560,7090,7130,6570,4005637,-7.810320781032078,제조업,KOSDAQ,-6 ~ -8%
우리기술,2021-08-19,2030,-125,2115,2170,2030,3931694,-5.800464037122969,제조업,KOSDAQ,-4 ~ -6%
국동,2021-08-19,2500,-165,2560,2760,2430,3875750,-6.191369606003752,유통업,KOSPI,-6 ~ -8%
넥스트사이언스,2021-08-19,24950,-1550,25600,27600,24450,3830258,-5.849056603773585,없음,KOSPI,-4 ~ -6%
모트렉스,2021-08-19,6300,-670,6700,6700,6280,3823426,-9.612625538020087,제조업,KOSDAQ,-8% 이하
한국전자인증,2021-08-19,11550,350,11050,11850,11000,3773029,3.125,코스닥 IT,KOSDAQ,2 ~ 4%
하림지주,2021-08-19,10000,190,11150,11150,9970,3760485,1.9367991845056065,금융,KOSDAQ,0 ~ 2%
에스에이엠티,2021-08-19,4920,-310,5200,5270,4910,3682296,-5.927342256214149,유통,KOSDAQ,-4 ~ -6%
대신정보통신,2021-08-19,2170,-175,2300,2345,2160,3680408,-7.462686567164178,코스닥 IT,KOSDAQ,-6 ~ -8%
예스24,2021-08-19,14000,-900,15050,15450,14000,3657734,-6.0402684563758395,코스닥 IT,KOSDAQ,-6 ~ -8%
이그잭스,2021-08-19,2285,-165,2410,2455,2270,3653358,-6.73469387755102,코스닥 IT,KOSDAQ,-6 ~ -8%
현대바이오,2021-08-19,35400,2250,32800,36100,32800,3641000,6.787330316742081,제조업,KOSDAQ,6 ~ 8%
신일전자,2021-08-19,1760,-80,1825,1855,1755,3627298,-4.3478260869565215,유통업,KOSPI,-4 ~ -6%
조일알미늄,2021-08-19,1265,-25,1260,1350,1255,3576718,-1.937984496124031,철강금속,KOSPI,0 ~ -2%
한화시스템,2021-08-19,18500,-950,19100,19250,18500,3506825,-4.884318766066838,전기전자,KOSPI,-4 ~ -6%
오성첨단소재,2021-08-19,3115,35,3075,3240,3060,3505420,1.1363636363636365,코스닥 IT,KOSDAQ,0 ~ 2%
동양철관,2021-08-19,1500,-30,1540,1585,1495,3349796,-1.9607843137254901,철강금속,KOSPI,0 ~ -2%
LG디스플레이,2021-08-19,20250,-1200,21150,21200,20200,3347386,-5.594405594405594,전기전자,KOSPI,-4 ~ -6%
에이치엘비생명과학,2021-08-19,11000,-500,11750,12000,10800,3347272,-4.3478260869565215,기타서비스,KOSDAQ,-4 ~ -6%
경남스틸,2021-08-19,5060,-400,5390,5530,5030,3342669,-7.326007326007327,제조업,KOSDAQ,-6 ~ -8%
코데즈컴바인,2021-08-19,3045,45,2955,3125,2930,3324791,1.5,제조업,KOSDAQ,0 ~ 2%
팜스토리,2021-08-19,2130,-125,2225,2350,2120,3275548,-5.543237250554324,제조업,KOSDAQ,-4 ~ -6%
SK바이오사이언스,2021-08-19,335500,14500,316500,341000,313000,3225067,4.517133956386292,의약품,KOSPI,4 ~ 6%
지티지웰니스,2021-08-19,2700,-80,2395,2850,2150,3203879,-2.877697841726619,제조업,KOSDAQ,-2 ~ -4%
대창,2021-08-19,2075,-140,2195,2230,2065,3114420,-6.320541760722348,철강금속,KOSPI,-6 ~ -8%
썸에이지,2021-08-19,3520,15,3515,3725,3430,3068562,0.42796005706134094,제조업,KOSDAQ,0 ~ 2%
우리금융지주,2021-08-19,10750,-300,11000,11050,10700,3063934,-2.7149321266968327,금융업,KOSPI,-2 ~ -4%
파인텍,2021-08-19,1680,-80,1735,1800,1665,2985633,-4.545454545454546,코스닥 IT,KOSDAQ,-4 ~ -6%
케이피엠테크,2021-08-19,2660,-160,2750,2795,2660,2939151,-5.673758865248227,제조업,KOSDAQ,-4 ~ -6%
SM Life Design,2021-08-19,3010,-140,3090,3135,2975,2934862,-4.444444444444445,제조업,KOSDAQ,-4 ~ -6%
양지사,2021-08-19,13400,1250,12300,14200,12200,2838866,10.2880658436214,제조업,KOSDAQ,8% 이상
카카오,2021-08-19,146500,1000,144000,149000,144000,2787162,0.6872852233676976,서비스업,KOSPI,0 ~ 2%
삼성엔지니어링,2021-08-19,21450,-1600,22650,22700,21450,2776470,-6.941431670281996,서비스업,KOSPI,-6 ~ -8%
인스코비,2021-08-19,4080,-85,4100,4165,4010,2770632,-2.0408163265306123,통신업,KOSPI,-2 ~ -4%
두산인프라코어,2021-08-19,14950,-1000,16300,16500,14900,2751085,-6.269592476489027,기계,KOSPI,-6 ~ -8%
국전약품,2021-08-19,7080,-290,7410,7700,7010,2741272,-3.934871099050204,제조업,KOSDAQ,-2 ~ -4%
대영포장,2021-08-19,2880,-5,2885,2965,2870,2730967,-0.17331022530329288,종이목재,KOSPI,0 ~ -2%
에이프로젠 MED,2021-08-19,1920,-80,1975,2015,1880,2710517,-4.0,기계,KOSPI,-4 ~ -6%
나노엔텍,2021-08-19,8860,-290,9070,9610,8800,2700729,-3.169398907103825,제조업,KOSDAQ,-2 ~ -4%
대한해운,2021-08-19,2840,-115,2980,2980,2820,2676606,-3.8917089678511,운수창고업,KOSPI,-2 ~ -4%
엠케이전자,2021-08-19,21500,500,20650,22600,20550,2672063,2.380952380952381,코스닥 IT,KOSDAQ,2 ~ 4%
한국비엔씨,2021-08-19,20200,950,18950,21100,18900,2668504,4.935064935064935,제조업,KOSDAQ,4 ~ 6%
엔에스쇼핑,2021-08-19,14350,1000,15150,16200,13900,2632021,7.490636704119851,유통업,KOSPI,6 ~ 8%
케이사인,2021-08-19,2500,-110,2560,2655,2495,2615912,-4.21455938697318,코스닥 IT,KOSDAQ,-4 ~ -6%
한송네오텍,2021-08-19,1710,-125,1790,1820,1690,2589610,-6.811989100817439,제조업,KOSDAQ,-6 ~ -8%
우진비앤지,2021-08-19,2575,-225,2760,2815,2575,2555056,-8.035714285714286,제조업,KOSDAQ,-8% 이하
영우디에스피,2021-08-19,2535,-180,2655,2700,2480,2521117,-6.629834254143646,코스닥 IT,KOSDAQ,-6 ~ -8%
넥스턴바이오,2021-08-19,5570,-630,6130,6260,5510,2496219,-10.161290322580644,제조업,KOSDAQ,-8% 이하
애니젠,2021-08-19,27750,3750,24300,30550,24100,2490468,15.625,제조업,KOSDAQ,8% 이상
서한,2021-08-19,1805,-120,1925,1935,1805,2474965,-6.233766233766234,건설,KOSDAQ,-6 ~ -8%
일신바이오,2021-08-19,6010,-250,6320,6490,6010,2449841,-3.993610223642172,제조업,KOSDAQ,-2 ~ -4%
DB,2021-08-19,1035,-45,1060,1075,1020,2445215,-4.166666666666666,서비스업,KOSPI,-4 ~ -6%
SBI인베스트먼트,2021-08-19,1735,-75,1790,1870,1715,2444408,-4.143646408839778,금융,KOSDAQ,-4 ~ -6%
자안바이오,2021-08-19,2515,-575,2725,2830,2445,2413042,-18.6084142394822,제조업,KOSDAQ,-8% 이하
바이오니아,2021-08-19,54300,500,53200,57400,53000,2392703,0.929368029739777,제조업,KOSDAQ,0 ~ 2%
사조동아원,2021-08-19,1335,-65,1395,1440,1330,2354391,-4.642857142857143,음식료품,KOSPI,-4 ~ -6%
대유플러스,2021-08-19,1230,-105,1335,1335,1230,2292179,-7.865168539325842,전기전자,KOSPI,-6 ~ -8%
엔케이물산,2021-08-19,737,-68,804,836,737,2244307,-8.4472049689441,유통업,KOSPI,-8% 이하
갤럭시아에스엠,2021-08-19,2245,-335,2530,2530,2245,2234517,-12.984496124031008,서비스업,KOSPI,-8% 이하
진원생명과학,2021-08-19,35350,-1700,36400,38000,35200,2216948,-4.588394062078273,의약품,KOSPI,-4 ~ -6%
삼부토건,2021-08-19,2675,-185,2815,2880,2675,2214393,-6.468531468531468,건설업,KOSPI,-6 ~ -8%
