,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
신성통상,2021-08-03,4010,-125,4160,4440,3975,9051162,-3.0229746070133015,유통업,KOSPI,-2 ~ -4%
맥스트,2021-08-03,80200,18500,61000,80200,57500,8655733,29.983792544570502,없음,KOSDAQ,8% 이상
아남전자,2021-08-03,3380,110,3300,3380,3210,8611870,3.3639143730886847,전기전자,KOSPI,2 ~ 4%
인트로메딕,2021-08-03,3470,-900,4325,4345,3470,8504416,-20.59496567505721,제조업,KOSDAQ,-8% 이하
신영스팩5호,2021-08-03,2620,40,3290,3290,2525,8437243,1.550387596899225,금융,KOSDAQ,0 ~ 2%
라이프시맨틱스,2021-08-03,16500,950,15750,17450,15400,8410168,6.109324758842444,코스닥 IT,KOSDAQ,6 ~ 8%
수산중공업,2021-08-03,3875,140,3735,4160,3640,8376928,3.748326639892905,기계,KOSPI,2 ~ 4%
쌍방울,2021-08-03,800,-11,808,815,796,8338613,-1.3563501849568433,섬유의복,KOSPI,0 ~ -2%
신원,2021-08-03,2095,10,2085,2155,2075,8179484,0.4796163069544364,섬유의복,KOSPI,0 ~ 2%
에코플라스틱,2021-08-03,3995,180,3965,4240,3850,8095813,4.718217562254259,제조업,KOSDAQ,4 ~ 6%
덕신하우징,2021-08-03,2215,80,2200,2440,2160,7941266,3.747072599531616,제조업,KOSDAQ,2 ~ 4%
3S,2021-08-03,3930,90,3835,4050,3745,7596621,2.34375,제조업,KOSDAQ,2 ~ 4%
코드네이처,2021-08-03,2340,170,2550,2765,2215,7556346,7.834101382488479,건설,KOSDAQ,6 ~ 8%
시스웍,2021-08-03,2390,-100,2470,2485,2365,7516781,-4.016064257028113,제조업,KOSDAQ,-4 ~ -6%
세종텔레콤,2021-08-03,696,10,705,718,696,7487405,1.4577259475218658,코스닥 IT,KOSDAQ,0 ~ 2%
아난티,2021-08-03,11100,200,11050,11400,10850,7250257,1.834862385321101,없음,KOSDAQ,0 ~ 2%
한솔홈데코,2021-08-03,2215,5,2200,2275,2200,7161045,0.22624434389140274,종이목재,KOSPI,0 ~ 2%
HMM,2021-08-03,37600,-1050,38400,39100,37250,7094067,-2.716688227684347,운수창고업,KOSPI,-2 ~ -4%
에넥스,2021-08-03,3050,-20,3180,3225,3015,6893313,-0.6514657980456027,제조업,KOSPI,0 ~ -2%
골드퍼시픽,2021-08-03,1740,10,1750,1790,1680,6781069,0.5780346820809248,유통,KOSDAQ,0 ~ 2%
흥국에프엔비,2021-08-03,4750,95,4590,4785,4540,6752547,2.0408163265306123,제조업,KOSDAQ,2 ~ 4%
딜리,2021-08-03,2830,-140,2920,2970,2685,6751606,-4.713804713804714,코스닥 IT,KOSDAQ,-4 ~ -6%
흥구석유,2021-08-03,8080,350,7730,9200,7630,6654261,4.527813712807244,유통,KOSDAQ,4 ~ 6%
하나머스트7호스팩,2021-08-03,2900,200,2705,3210,2700,6512869,7.4074074074074066,금융,KOSDAQ,6 ~ 8%
조비,2021-08-03,33250,2600,31550,36450,30750,6397023,8.482871125611746,화학,KOSPI,8% 이상
인성정보,2021-08-03,2925,-55,2910,3100,2865,6314238,-1.8456375838926176,코스닥 IT,KOSDAQ,0 ~ -2%
KEC,2021-08-03,2440,40,2400,2515,2400,5897477,1.6666666666666667,전기전자,KOSPI,0 ~ 2%
가온미디어,2021-08-03,18100,350,17400,18300,16900,5867783,1.971830985915493,코스닥 IT,KOSDAQ,0 ~ 2%
코디엠,2021-08-03,305,-3,309,310,300,5486946,-0.974025974025974,코스닥 IT,KOSDAQ,0 ~ -2%
에이비프로바이오,2021-08-03,1115,-25,1140,1175,1075,5479144,-2.1929824561403506,제조업,KOSDAQ,-2 ~ -4%
화승코퍼레이션,2021-08-03,3130,-5,3100,3365,3095,5443440,-0.1594896331738437,운수장비,KOSPI,0 ~ -2%
나노씨엠에스,2021-08-03,25150,5800,19350,25150,19000,5064470,29.97416020671835,제조업,KOSDAQ,8% 이상
시그네틱스,2021-08-03,1945,50,1910,1995,1870,5056510,2.638522427440633,코스닥 IT,KOSDAQ,2 ~ 4%
대아티아이,2021-08-03,6810,-40,6880,7040,6770,4910427,-0.583941605839416,제조업,KOSDAQ,0 ~ -2%
링크제니시스,2021-08-03,10500,530,10200,11250,10000,4830556,5.315947843530592,코스닥 IT,KOSDAQ,4 ~ 6%
초록뱀미디어,2021-08-03,2560,-100,2655,2675,2530,4781583,-3.7593984962406015,오락·문화,KOSDAQ,-2 ~ -4%
까뮤이앤씨,2021-08-03,2580,80,2505,2755,2480,4730622,3.2,건설업,KOSPI,2 ~ 4%
SBI인베스트먼트,2021-08-03,1960,-75,2025,2035,1925,4725966,-3.6855036855036856,금융,KOSDAQ,-2 ~ -4%
퀀타매트릭스,2021-08-03,18900,350,18100,19200,17500,4632124,1.8867924528301887,제조업,KOSDAQ,0 ~ 2%
피에이치씨,2021-08-03,2590,-180,2735,2795,2560,4625720,-6.4981949458483745,유통,KOSDAQ,-6 ~ -8%
웅진,2021-08-03,2905,-125,3030,3060,2835,4557900,-4.125412541254125,금융업,KOSPI,-4 ~ -6%
이스타코,2021-08-03,3750,-100,4070,4275,3750,4460292,-2.5974025974025974,서비스업,KOSPI,-2 ~ -4%
SK하이닉스,2021-08-03,120000,4000,118000,120500,117000,4375622,3.4482758620689653,전기전자,KOSPI,2 ~ 4%
우리기술,2021-08-03,2455,-50,2525,2525,2450,4256341,-1.996007984031936,제조업,KOSDAQ,0 ~ -2%
SFA반도체,2021-08-03,7480,170,7370,7640,7320,4204879,2.3255813953488373,코스닥 IT,KOSDAQ,2 ~ 4%
제낙스,2021-08-03,1250,-455,2005,3015,1250,4095052,-26.68621700879765,제조업,KOSDAQ,-8% 이하
스카이이앤엠,2021-08-03,1540,-215,1710,1715,1540,4049225,-12.250712250712251,유통,KOSDAQ,-8% 이하
알티캐스트,2021-08-03,2980,20,2955,3170,2930,4043553,0.6756756756756757,코스닥 IT,KOSDAQ,0 ~ 2%
키이스트,2021-08-03,15150,900,14500,16500,14500,4029435,6.315789473684211,오락·문화,KOSDAQ,6 ~ 8%
카카오게임즈,2021-08-03,83400,-3000,87000,87400,81700,3975639,-3.4722222222222223,코스닥 IT,KOSDAQ,-2 ~ -4%
엠케이전자,2021-08-03,24250,1100,23700,24900,22950,3974145,4.751619870410368,코스닥 IT,KOSDAQ,4 ~ 6%
세화아이엠씨,2021-08-03,731,-2,735,735,699,3965560,-0.2728512960436562,기계,KOSPI,0 ~ -2%
에이치엘비파워,2021-08-03,2305,-165,2460,2470,2300,3911594,-6.680161943319838,제조업,KOSDAQ,-6 ~ -8%
위즈코프,2021-08-03,3340,-295,3605,3640,3305,3906650,-8.11554332874828,유통,KOSDAQ,-8% 이하
큐라클,2021-08-03,36550,1050,37350,40450,35400,3803552,2.9577464788732395,기타서비스,KOSDAQ,2 ~ 4%
이건홀딩스,2021-08-03,5500,100,5500,6150,5470,3798163,1.8518518518518516,제조업,KOSDAQ,0 ~ 2%
디젠스,2021-08-03,1265,-25,1305,1375,1255,3757900,-1.937984496124031,제조업,KOSDAQ,0 ~ -2%
유안타제6호스팩,2021-08-03,4230,65,4310,4435,3780,3613247,1.56062424969988,금융,KOSDAQ,0 ~ 2%
덱스터,2021-08-03,10850,-500,11400,11750,10500,3585591,-4.405286343612335,오락·문화,KOSDAQ,-4 ~ -6%
남해화학,2021-08-03,11250,-50,11350,11650,10900,3579222,-0.4424778761061947,화학,KOSPI,0 ~ -2%
동양에스텍,2021-08-03,4390,-270,4835,5050,4345,3557974,-5.793991416309012,제조업,KOSDAQ,-4 ~ -6%
삼부토건,2021-08-03,3370,50,3255,3395,3255,3441749,1.5060240963855422,건설업,KOSPI,0 ~ 2%
와이제이엠게임즈,2021-08-03,2550,-180,2755,2810,2535,3430049,-6.593406593406594,코스닥 IT,KOSDAQ,-6 ~ -8%
아주IB투자,2021-08-03,6140,-640,6670,6710,6130,3392226,-9.43952802359882,금융,KOSDAQ,-8% 이하
성우테크론,2021-08-03,8190,-610,8650,8660,8030,3358023,-6.931818181818182,코스닥 IT,KOSDAQ,-6 ~ -8%
에이플러스에셋,2021-08-03,11300,-900,12200,12750,9990,3350661,-7.377049180327869,금융업,KOSPI,-6 ~ -8%
유진로봇,2021-08-03,4180,60,4425,4495,4170,3252599,1.4563106796116505,제조업,KOSDAQ,0 ~ 2%
DB,2021-08-03,1160,-40,1190,1200,1135,3138518,-3.3333333333333335,서비스업,KOSPI,-2 ~ -4%
엔피케이,2021-08-03,2570,-385,3025,3135,2565,3119563,-13.028764805414554,제조업,KOSDAQ,-8% 이하
우리종금,2021-08-03,988,-6,994,999,982,3118424,-0.6036217303822937,금융업,KOSPI,0 ~ -2%
세원이앤씨,2021-08-03,1055,-70,1080,1085,1040,3078747,-6.222222222222222,기계,KOSPI,-6 ~ -8%
옴니시스템,2021-08-03,2660,-120,2770,2785,2650,3072761,-4.316546762589928,제조업,KOSDAQ,-4 ~ -6%
대한해운,2021-08-03,2975,-50,3000,3055,2940,3034717,-1.6528925619834711,운수창고업,KOSPI,0 ~ -2%
팬오션,2021-08-03,7380,40,7290,7400,7230,2964609,0.544959128065395,운수창고업,KOSPI,0 ~ 2%
콤텍시스템,2021-08-03,1265,-5,1260,1265,1225,2963220,-0.39370078740157477,서비스업,KOSPI,0 ~ -2%
큐캐피탈,2021-08-03,620,-3,632,653,620,2930782,-0.4815409309791332,금융,KOSDAQ,0 ~ -2%
노랑풍선,2021-08-03,18600,1650,16950,20350,16900,2894156,9.734513274336283,기타서비스,KOSDAQ,8% 이상
SK네트웍스,2021-08-03,5890,-280,6120,6130,5820,2872807,-4.538087520259319,유통업,KOSPI,-4 ~ -6%
보해양조,2021-08-03,1140,5,1140,1180,1130,2855067,0.4405286343612335,음식료품,KOSPI,0 ~ 2%
WI,2021-08-03,1875,-60,1930,1950,1820,2849856,-3.10077519379845,제조업,KOSDAQ,-2 ~ -4%
켐트로스,2021-08-03,7240,-10,7240,7370,7020,2833501,-0.13793103448275862,제조업,KOSDAQ,0 ~ -2%
SK바이오사이언스,2021-08-03,204000,7000,202500,206500,191500,2825061,3.5532994923857872,의약품,KOSPI,2 ~ 4%
자연과환경,2021-08-03,2400,-90,2465,2480,2365,2816068,-3.614457831325301,기타서비스,KOSDAQ,-2 ~ -4%
넥스트사이언스,2021-08-03,25450,-1300,26200,27000,24350,2787206,-4.859813084112149,없음,KOSPI,-4 ~ -6%
인베니아,2021-08-03,2765,-155,2925,3160,2745,2766483,-5.308219178082192,제조업,KOSDAQ,-4 ~ -6%
주연테크,2021-08-03,1535,-115,1645,1650,1515,2758117,-6.969696969696971,전기전자,KOSPI,-6 ~ -8%
이루온,2021-08-03,4685,-335,5090,5110,4600,2741535,-6.673306772908366,코스닥 IT,KOSDAQ,-6 ~ -8%
제넨바이오,2021-08-03,1925,30,1870,1960,1860,2719831,1.58311345646438,유통,KOSDAQ,0 ~ 2%
대창,2021-08-03,2580,-65,2605,2635,2560,2685282,-2.4574669187145557,철강금속,KOSPI,-2 ~ -4%
카카오,2021-08-03,144000,-2000,146000,146500,143000,2680384,-1.36986301369863,서비스업,KOSPI,0 ~ -2%
부광약품,2021-08-03,21650,750,21000,21900,20850,2663864,3.588516746411483,의약품,KOSPI,2 ~ 4%
남선알미늄,2021-08-03,4070,-115,4170,4225,4040,2623052,-2.7479091995221028,철강금속,KOSPI,-2 ~ -4%
우리손에프앤지,2021-08-03,2585,-20,2645,2715,2585,2599477,-0.7677543186180422,제조업,KOSDAQ,0 ~ -2%
다날,2021-08-03,7210,-280,7470,7480,7200,2556382,-3.7383177570093453,코스닥 IT,KOSDAQ,-2 ~ -4%
SH에너지화학,2021-08-03,1080,-20,1100,1135,1055,2533388,-1.8181818181818181,화학,KOSPI,0 ~ -2%
동양,2021-08-03,1875,-75,1940,1970,1865,2531931,-3.8461538461538463,비금속광물,KOSPI,-2 ~ -4%
한화생명,2021-08-03,3365,-35,3390,3410,3330,2477136,-1.0294117647058822,금융업,KOSPI,0 ~ -2%
네이처셀,2021-08-03,29850,1050,28600,30400,28550,2463585,3.6458333333333335,제조업,KOSDAQ,2 ~ 4%
대영포장,2021-08-03,3005,-70,3065,3090,2990,2455374,-2.2764227642276422,종이목재,KOSPI,-2 ~ -4%
릭스솔루션,2021-08-03,488,-18,506,506,484,2453133,-3.557312252964427,코스닥 IT,KOSDAQ,-2 ~ -4%
후성,2021-08-03,12600,-600,13200,13350,12550,2440161,-4.545454545454546,화학,KOSPI,-4 ~ -6%
케이비아이동국실업,2021-08-03,1330,30,1280,1330,1220,2428338,2.307692307692308,운수장비,KOSPI,2 ~ 4%
에이트원,2021-08-03,2650,80,2565,2650,2475,2378581,3.11284046692607,제조업,KOSDAQ,2 ~ 4%
에이프로젠제약,2021-08-03,1170,-25,1200,1205,1170,2374329,-2.092050209205021,의약품,KOSPI,-2 ~ -4%
삼천당제약,2021-08-03,58700,-5900,62000,63800,58100,2355826,-9.13312693498452,제조업,KOSDAQ,-8% 이하
지엔원에너지,2021-08-03,4020,160,3800,4360,3800,2351472,4.145077720207254,기타서비스,KOSDAQ,4 ~ 6%
진원생명과학,2021-08-03,41350,-650,41900,41950,40000,2350791,-1.5476190476190477,의약품,KOSPI,0 ~ -2%
SK증권,2021-08-03,988,-1,992,998,980,2343583,-0.10111223458038424,금융업,KOSPI,0 ~ -2%
골든센츄리,2021-08-03,467,7,454,490,453,2325755,1.5217391304347827,없음,KOSDAQ,0 ~ 2%
에스엠,2021-08-03,62700,2500,63500,64900,60400,2313854,4.152823920265781,오락·문화,KOSDAQ,4 ~ 6%
상상인이안제2호스팩,2021-08-03,3030,-145,3110,3265,2800,2304414,-4.566929133858268,금융,KOSDAQ,-4 ~ -6%
