,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
네오위즈,2021-08-11,39850,4350,36600,44350,36550,11329995,12.253521126760564,코스닥 IT,KOSDAQ,8% 이상
아이비김영,2021-08-11,4295,280,4050,4605,4035,11074466,6.973848069738481,기타서비스,KOSDAQ,6 ~ 8%
LG헬로비전,2021-08-11,8310,30,8300,8790,8260,10629862,0.36231884057971014,서비스업,KOSPI,0 ~ 2%
아즈텍WB,2021-08-11,5220,80,5140,5650,5110,10325570,1.556420233463035,제조업,KOSDAQ,0 ~ 2%
대한전선,2021-08-11,2625,15,2610,2640,2560,9714818,0.5747126436781609,전기전자,KOSPI,0 ~ 2%
GH신소재,2021-08-11,9370,140,10000,10100,9050,9212269,1.5167930660888407,제조업,KOSDAQ,0 ~ 2%
에이비프로바이오,2021-08-11,1245,-25,1270,1290,1215,9051613,-1.968503937007874,제조업,KOSDAQ,0 ~ -2%
지나인제약,2021-08-11,1535,-90,1600,1625,1530,8710901,-5.538461538461538,제조업,KOSDAQ,-4 ~ -6%
KH E&T,2021-08-11,2305,165,2150,2420,2150,8634602,7.710280373831775,건설,KOSDAQ,6 ~ 8%
보락,2021-08-11,2685,50,2595,2750,2595,8468450,1.8975332068311195,화학,KOSPI,0 ~ 2%
에스디바이오센서,2021-08-11,64100,2300,65900,68900,63300,8451176,3.7216828478964405,의료정밀,KOSPI,2 ~ 4%
코데즈컴바인,2021-08-11,3465,-75,3495,3630,3385,8404360,-2.11864406779661,제조업,KOSDAQ,-2 ~ -4%
대원제약,2021-08-11,18500,-300,19950,21850,18500,8120013,-1.5957446808510638,의약품,KOSPI,0 ~ -2%
한화플러스제1호스팩,2021-08-11,3675,0,4175,4385,3675,7831873,0.0,금융,KOSDAQ,0 ~ -2%
파인텍,2021-08-11,1930,-110,2070,2140,1910,7785974,-5.392156862745098,코스닥 IT,KOSDAQ,-4 ~ -6%
SM Life Design,2021-08-11,3240,40,3175,3355,3120,7583572,1.25,제조업,KOSDAQ,0 ~ 2%
켐온,2021-08-11,4370,30,4270,4380,4205,7529885,0.6912442396313364,기타서비스,KOSDAQ,0 ~ 2%
영우디에스피,2021-08-11,3110,80,3045,3130,2970,7224087,2.6402640264026402,코스닥 IT,KOSDAQ,2 ~ 4%
메타랩스,2021-08-11,1250,0,1245,1460,1215,7004146,0.0,섬유의복,KOSPI,0 ~ -2%
골드퍼시픽,2021-08-11,1625,90,1530,1665,1530,6741942,5.863192182410423,유통,KOSDAQ,4 ~ 6%
SK바이오사이언스,2021-08-11,300000,-1500,303000,308500,284000,6232016,-0.4975124378109453,의약품,KOSPI,0 ~ -2%
루트로닉,2021-08-11,21650,3650,20300,22250,19700,5942265,20.27777777777778,제조업,KOSDAQ,8% 이상
코디엠,2021-08-11,290,-7,300,300,290,5930941,-2.356902356902357,코스닥 IT,KOSDAQ,-2 ~ -4%
케이사인,2021-08-11,2810,-35,2930,2960,2785,5877612,-1.2302284710017575,코스닥 IT,KOSDAQ,0 ~ -2%
아이엠,2021-08-11,1475,10,1445,1510,1410,5856031,0.6825938566552902,코스닥 IT,KOSDAQ,0 ~ 2%
인트로메딕,2021-08-11,3160,-335,3495,3510,3115,5756465,-9.585121602288984,제조업,KOSDAQ,-8% 이하
한국비엔씨,2021-08-11,19450,900,18550,21000,17700,5697929,4.8517520215633425,제조업,KOSDAQ,4 ~ 6%
피에이치씨,2021-08-11,2225,-120,2415,2435,2210,5576704,-5.11727078891258,유통,KOSDAQ,-4 ~ -6%
애니플러스,2021-08-11,3420,100,3280,3835,3265,5415446,3.0120481927710845,오락·문화,KOSDAQ,2 ~ 4%
아남전자,2021-08-11,3045,-260,3230,3260,3040,5318941,-7.866868381240545,전기전자,KOSPI,-6 ~ -8%
경남스틸,2021-08-11,4225,130,4400,4480,4155,5284124,3.1746031746031744,제조업,KOSDAQ,2 ~ 4%
신성통상,2021-08-11,4070,-80,4180,4450,4050,5259217,-1.9277108433734942,유통업,KOSPI,0 ~ -2%
아난티,2021-08-11,10400,-450,10350,10650,10200,5207528,-4.147465437788019,없음,KOSDAQ,-4 ~ -6%
신일전자,2021-08-11,1985,-25,2045,2060,1975,5012919,-1.2437810945273633,유통업,KOSPI,0 ~ -2%
사조동아원,2021-08-11,1515,-90,1550,1580,1510,4983062,-5.607476635514018,음식료품,KOSPI,-4 ~ -6%
쌍방울,2021-08-11,744,-11,755,762,743,4924105,-1.456953642384106,섬유의복,KOSPI,0 ~ -2%
새로닉스,2021-08-11,13400,1150,12500,14900,12100,4898749,9.387755102040817,코스닥 IT,KOSDAQ,8% 이상
인터파크,2021-08-11,8150,40,8050,8470,7970,4776303,0.4932182490752158,유통,KOSDAQ,0 ~ 2%
이씨에스,2021-08-11,8650,460,8570,8880,8070,4751015,5.616605616605617,코스닥 IT,KOSDAQ,4 ~ 6%
제이시스메디칼,2021-08-11,8050,-660,8950,8950,7890,4693704,-7.577497129735936,제조업,KOSDAQ,-6 ~ -8%
흥국에프엔비,2021-08-11,4390,190,4135,4545,4135,4663464,4.523809523809524,제조업,KOSDAQ,4 ~ 6%
아이원스,2021-08-11,9920,380,10700,11700,9830,4638893,3.9832285115303985,코스닥 IT,KOSDAQ,2 ~ 4%
유바이오로직스,2021-08-11,43750,3650,40150,46700,40100,4603623,9.102244389027431,제조업,KOSDAQ,8% 이상
삼성중공업,2021-08-11,6530,-190,6640,6720,6500,4573234,-2.8273809523809526,운수장비,KOSPI,-2 ~ -4%
웅진,2021-08-11,2540,40,2470,2705,2455,4518886,1.6,금융업,KOSPI,0 ~ 2%
일신석재,2021-08-11,2635,-75,2590,2660,2575,4511121,-2.7675276752767526,유통업,KOSPI,-2 ~ -4%
TCC스틸,2021-08-11,7650,770,6900,7700,6830,4384102,11.19186046511628,철강금속,KOSPI,8% 이상
명신산업,2021-08-11,35550,-950,37150,39250,35350,4366495,-2.6027397260273974,운수장비,KOSPI,-2 ~ -4%
빅텍,2021-08-11,7190,250,7210,7230,7060,4322711,3.602305475504323,제조업,KOSDAQ,2 ~ 4%
HMM,2021-08-11,40150,1350,38350,40500,38200,4317643,3.479381443298969,운수창고업,KOSPI,2 ~ 4%
우리기술,2021-08-11,2275,-115,2350,2395,2275,4268654,-4.811715481171548,제조업,KOSDAQ,-4 ~ -6%
바이오니아,2021-08-11,46500,800,46150,49750,45100,4253445,1.75054704595186,제조업,KOSDAQ,0 ~ 2%
대아티아이,2021-08-11,6570,-160,6450,6630,6400,4198576,-2.37741456166419,제조업,KOSDAQ,-2 ~ -4%
재영솔루텍,2021-08-11,1030,-70,1075,1095,1015,4183480,-6.363636363636363,코스닥 IT,KOSDAQ,-6 ~ -8%
코리아센터,2021-08-11,8990,190,8770,9180,8770,4164450,2.159090909090909,코스닥 IT,KOSDAQ,2 ~ 4%
팜스토리,2021-08-11,2365,-120,2385,2450,2360,4070708,-4.82897384305835,제조업,KOSDAQ,-4 ~ -6%
예스24,2021-08-11,13950,800,13000,14700,12950,4044515,6.083650190114068,코스닥 IT,KOSDAQ,6 ~ 8%
덱스터,2021-08-11,13100,-450,13500,14300,13000,4003156,-3.3210332103321036,오락·문화,KOSDAQ,-2 ~ -4%
휴마시스,2021-08-11,18800,450,19050,19350,18600,3952914,2.452316076294278,제조업,KOSDAQ,2 ~ 4%
큐라클,2021-08-11,57800,5000,52000,59300,51600,3844906,9.469696969696969,기타서비스,KOSDAQ,8% 이상
삼성엔지니어링,2021-08-11,23500,-1150,24650,24700,23400,3760543,-4.665314401622718,서비스업,KOSPI,-4 ~ -6%
한송네오텍,2021-08-11,2100,-130,2235,2235,2100,3746956,-5.829596412556054,제조업,KOSDAQ,-4 ~ -6%
코웰패션,2021-08-11,8170,110,7940,8470,7810,3676065,1.3647642679900744,유통,KOSDAQ,0 ~ 2%
셀트리온제약,2021-08-11,156200,16000,141500,164500,141200,3623106,11.412268188302425,제조업,KOSDAQ,8% 이상
카페24,2021-08-11,44600,1700,43800,47150,41850,3555981,3.9627039627039626,코스닥 IT,KOSDAQ,2 ~ 4%
아모센스,2021-08-11,18850,50,18300,20400,17750,3519667,0.26595744680851063,코스닥 IT,KOSDAQ,0 ~ 2%
HB테크놀러지,2021-08-11,3440,-105,3510,3560,3390,3409814,-2.9619181946403383,제조업,KOSDAQ,-2 ~ -4%
광림,2021-08-11,4465,60,4440,4700,4400,3375180,1.362088535754824,제조업,KOSDAQ,0 ~ 2%
콤텍시스템,2021-08-11,1180,-40,1205,1225,1165,3374700,-3.278688524590164,서비스업,KOSPI,-2 ~ -4%
우진비앤지,2021-08-11,2705,85,2615,2920,2590,3353093,3.2442748091603053,제조업,KOSDAQ,2 ~ 4%
팬오션,2021-08-11,7530,230,7380,7550,7350,3344698,3.1506849315068495,운수창고업,KOSPI,2 ~ 4%
인산가,2021-08-11,2775,140,2635,2815,2615,3332549,5.313092979127135,제조업,KOSDAQ,4 ~ 6%
진매트릭스,2021-08-11,13100,1100,12500,14350,12400,3327865,9.166666666666666,기타서비스,KOSDAQ,8% 이상
우리종금,2021-08-11,993,-7,1000,1005,993,3297467,-0.7000000000000001,금융업,KOSPI,0 ~ -2%
버킷스튜디오,2021-08-11,2475,65,2375,2580,2340,3264078,2.6970954356846475,코스닥 IT,KOSDAQ,2 ~ 4%
에코프로,2021-08-11,101000,3500,96000,106900,95300,3216086,3.5897435897435894,코스닥 IT,KOSDAQ,2 ~ 4%
진원생명과학,2021-08-11,42150,200,41950,44300,41600,3199030,0.47675804529201427,의약품,KOSPI,0 ~ 2%
우리금융지주,2021-08-11,11250,150,11150,11300,11100,3141674,1.3513513513513513,금융업,KOSPI,0 ~ 2%
두산중공업,2021-08-11,21350,-150,21300,21850,21250,3127803,-0.6976744186046512,기계,KOSPI,0 ~ -2%
국전약품,2021-08-11,8780,0,9070,9370,8760,3117704,0.0,제조업,KOSDAQ,0 ~ -2%
세진티에스,2021-08-11,7050,-590,7490,8020,7050,3058156,-7.722513089005235,코스닥 IT,KOSDAQ,-6 ~ -8%
PI첨단소재,2021-08-11,63900,6100,58600,67500,58100,3025649,10.55363321799308,제조업,KOSDAQ,8% 이상
세종텔레콤,2021-08-11,672,-7,675,686,672,2952709,-1.0309278350515463,코스닥 IT,KOSDAQ,0 ~ -2%
현대로템,2021-08-11,24500,-1100,24800,25200,24450,2919391,-4.296875,운수장비,KOSPI,-4 ~ -6%
셀트리온헬스케어,2021-08-11,120500,7100,113700,122800,113200,2873591,6.261022927689594,유통,KOSDAQ,6 ~ 8%
대덕전자,2021-08-11,16200,-1000,17100,17200,16200,2831307,-5.813953488372093,전기전자,KOSPI,-4 ~ -6%
IBKS제14호스팩,2021-08-11,4090,230,3895,4090,3570,2774740,5.958549222797927,금융,KOSDAQ,4 ~ 6%
한일단조,2021-08-11,3650,-200,3945,3995,3650,2720845,-5.194805194805195,제조업,KOSDAQ,-4 ~ -6%
THE MIDONG,2021-08-11,1890,40,1840,2050,1820,2682602,2.1621621621621623,코스닥 IT,KOSDAQ,2 ~ 4%
골든센츄리,2021-08-11,439,-17,452,460,435,2682293,-3.7280701754385963,없음,KOSDAQ,-2 ~ -4%
케이피엠테크,2021-08-11,3105,-130,3180,3200,3100,2656006,-4.01854714064915,제조업,KOSDAQ,-4 ~ -6%
후성,2021-08-11,13850,-450,14150,14400,13800,2654419,-3.146853146853147,화학,KOSPI,-2 ~ -4%
동양철관,2021-08-11,1660,-25,1660,1710,1645,2629970,-1.483679525222552,철강금속,KOSPI,0 ~ -2%
한화생명,2021-08-11,3540,70,3475,3550,3470,2586290,2.0172910662824206,금융업,KOSPI,2 ~ 4%
강원랜드,2021-08-11,27650,850,27250,28000,27000,2581051,3.171641791044776,서비스업,KOSPI,2 ~ 4%
대신정보통신,2021-08-11,2690,90,2655,2705,2590,2560845,3.4615384615384617,코스닥 IT,KOSDAQ,2 ~ 4%
시너지이노베이션,2021-08-11,5160,-160,5160,5410,5100,2519449,-3.007518796992481,제조업,KOSDAQ,-2 ~ -4%
에이프로젠 MED,2021-08-11,2100,30,2090,2160,2075,2481300,1.4492753623188406,기계,KOSPI,0 ~ 2%
진성티이씨,2021-08-11,13800,900,13200,14150,12800,2474947,6.976744186046512,제조업,KOSDAQ,6 ~ 8%
디스플레이텍,2021-08-11,7350,110,7190,7350,6930,2437736,1.5193370165745856,코스닥 IT,KOSDAQ,0 ~ 2%
SK증권,2021-08-11,979,-6,983,991,978,2388132,-0.6091370558375634,금융업,KOSPI,0 ~ -2%
한온시스템,2021-08-11,16400,550,15950,16700,15850,2320045,3.4700315457413247,기계,KOSPI,2 ~ 4%
한솔홈데코,2021-08-11,2080,-50,2115,2145,2080,2315078,-2.3474178403755865,종이목재,KOSPI,-2 ~ -4%
멜파스,2021-08-11,2750,125,2655,2785,2635,2300478,4.761904761904762,코스닥 IT,KOSDAQ,4 ~ 6%
두산인프라코어,2021-08-11,16500,-250,16850,17350,16500,2297898,-1.4925373134328357,기계,KOSPI,0 ~ -2%
SBI인베스트먼트,2021-08-11,1945,-60,2010,2020,1945,2268387,-2.9925187032418954,금융,KOSDAQ,-2 ~ -4%
팬스타엔터프라이즈,2021-08-11,1000,-65,1035,1045,1000,2258646,-6.103286384976526,제조업,KOSDAQ,-6 ~ -8%
영흥,2021-08-11,1190,-35,1230,1250,1185,2232878,-2.857142857142857,철강금속,KOSPI,-2 ~ -4%
엘앤에프,2021-08-11,123100,4800,116600,129300,116100,2231387,4.057480980557903,코스닥 IT,KOSDAQ,4 ~ 6%
넥스트사이언스,2021-08-11,33350,-100,32700,34900,32250,2229845,-0.29895366218236175,없음,KOSPI,0 ~ -2%
대창,2021-08-11,2585,0,2630,2660,2585,2211871,0.0,철강금속,KOSPI,0 ~ -2%
LG디스플레이,2021-08-11,22100,-50,22050,22150,21700,2210553,-0.2257336343115124,전기전자,KOSPI,0 ~ -2%
폴라리스웍스,2021-08-11,1810,40,1765,1815,1610,2194003,2.2598870056497176,코스닥 IT,KOSDAQ,2 ~ 4%
조일알미늄,2021-08-11,1330,-40,1375,1395,1330,2183232,-2.9197080291970803,철강금속,KOSPI,-2 ~ -4%
갤럭시아에스엠,2021-08-11,2805,-10,2800,2835,2685,2176879,-0.3552397868561279,서비스업,KOSPI,0 ~ -2%
디엔에이링크,2021-08-11,4980,500,4480,5260,4480,2155625,11.160714285714286,기타서비스,KOSDAQ,8% 이상
우리기술투자,2021-08-11,7820,70,7610,7890,7590,2150857,0.903225806451613,금융,KOSDAQ,0 ~ 2%
마니커,2021-08-11,666,-12,678,680,664,2137614,-1.7699115044247788,음식료품,KOSPI,0 ~ -2%
알서포트,2021-08-11,10250,520,10050,10350,9780,2132195,5.344295991778006,코스닥 IT,KOSDAQ,4 ~ 6%
아이에이,2021-08-11,1185,5,1195,1195,1170,2110078,0.423728813559322,코스닥 IT,KOSDAQ,0 ~ 2%
코퍼스코리아,2021-08-11,3585,140,3430,3890,3350,2072289,4.063860667634253,오락·문화,KOSDAQ,4 ~ 6%
위즈코프,2021-08-11,2830,-100,2940,2970,2820,2053934,-3.4129692832764507,유통,KOSDAQ,-2 ~ -4%
금양,2021-08-11,5300,280,5000,5460,4990,2034539,5.577689243027888,화학,KOSPI,4 ~ 6%
