,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
씨아이에스,2021-08-13,12500,450,12100,12700,11950,5012235,3.7344398340248963,제조업,KOSDAQ,2 ~ 4%
우리기술,2021-08-13,2210,-65,2280,2295,2150,4940852,-2.857142857142857,제조업,KOSDAQ,-2 ~ -4%
디엔에이링크,2021-08-13,5610,580,5030,5870,4985,4731709,11.530815109343937,기타서비스,KOSDAQ,8% 이상
DB하이텍,2021-08-13,62300,-2000,65100,69500,61700,4649811,-3.1104199066874028,전기전자,KOSPI,-2 ~ -4%
삼성중공업,2021-08-13,6160,-180,6300,6430,6150,4637068,-2.8391167192429023,운수장비,KOSPI,-2 ~ -4%
LG헬로비전,2021-08-13,8360,-330,8970,9050,8310,4586553,-3.79746835443038,서비스업,KOSPI,-2 ~ -4%
에스에이엠티,2021-08-13,5730,60,5650,5760,5450,4393095,1.0582010582010581,유통,KOSDAQ,0 ~ 2%
서린바이오,2021-08-13,26850,1050,25400,27800,25400,4345567,4.069767441860465,유통,KOSDAQ,4 ~ 6%
신일전자,2021-08-13,1925,-45,1970,1985,1885,4259341,-2.284263959390863,유통업,KOSPI,-2 ~ -4%
범양건영,2021-08-13,8390,600,7680,8930,7550,4224714,7.702182284980745,건설업,KOSPI,6 ~ 8%
이씨에스,2021-08-13,8300,-30,8370,8950,8120,4187895,-0.36014405762304924,코스닥 IT,KOSDAQ,0 ~ -2%
KMH하이텍,2021-08-13,2090,-140,2205,2220,2055,4170352,-6.278026905829597,코스닥 IT,KOSDAQ,-6 ~ -8%
아즈텍WB,2021-08-13,5530,40,5390,5730,5200,4107998,0.7285974499089253,제조업,KOSDAQ,0 ~ 2%
세종텔레콤,2021-08-13,647,-19,668,671,630,4101873,-2.8528528528528527,코스닥 IT,KOSDAQ,-2 ~ -4%
에스맥,2021-08-13,1270,-60,1325,1335,1255,3930376,-4.511278195488721,코스닥 IT,KOSDAQ,-4 ~ -6%
에이비프로바이오,2021-08-13,1190,-20,1215,1220,1150,3808730,-1.6528925619834711,제조업,KOSDAQ,0 ~ -2%
한국정보인증,2021-08-13,8140,450,7670,8430,7450,3778349,5.851755526657997,코스닥 IT,KOSDAQ,4 ~ 6%
WI,2021-08-13,1855,10,1820,1925,1785,3764669,0.5420054200542005,제조업,KOSDAQ,0 ~ 2%
대영포장,2021-08-13,3095,-45,3145,3215,3060,3696352,-1.4331210191082804,종이목재,KOSPI,0 ~ -2%
사조동아원,2021-08-13,1470,-40,1515,1530,1415,3672598,-2.6490066225165565,음식료품,KOSPI,-2 ~ -4%
홈센타홀딩스,2021-08-13,1285,-10,1310,1340,1270,3655378,-0.7722007722007722,유통,KOSDAQ,0 ~ -2%
아이엠,2021-08-13,1345,-70,1395,1400,1305,3651215,-4.946996466431095,코스닥 IT,KOSDAQ,-4 ~ -6%
시그네틱스,2021-08-13,1700,-115,1800,1805,1650,3603281,-6.336088154269973,코스닥 IT,KOSDAQ,-6 ~ -8%
LG디스플레이,2021-08-13,20750,-800,21550,21550,20650,3593992,-3.7122969837587005,전기전자,KOSPI,-2 ~ -4%
한화플러스제1호스팩,2021-08-13,3795,-85,3800,4170,3700,3527313,-2.190721649484536,금융,KOSDAQ,-2 ~ -4%
파인텍,2021-08-13,1830,-100,1920,1920,1795,3509033,-5.181347150259067,코스닥 IT,KOSDAQ,-4 ~ -6%
이루온,2021-08-13,3730,-175,3905,3910,3625,3494374,-4.481434058898848,코스닥 IT,KOSDAQ,-4 ~ -6%
리더스 기술투자,2021-08-13,856,2,854,856,797,3490032,0.234192037470726,금융,KOSDAQ,0 ~ 2%
상지카일룸,2021-08-13,1750,75,1685,1770,1665,3474123,4.477611940298507,건설,KOSDAQ,4 ~ 6%
팜스토리,2021-08-13,2340,20,2325,2370,2220,3463955,0.8620689655172413,제조업,KOSDAQ,0 ~ 2%
한솔로지스틱스,2021-08-13,4745,-195,4890,4915,4660,3409047,-3.9473684210526314,운수창고업,KOSPI,-2 ~ -4%
유진로봇,2021-08-13,4100,120,4035,4395,4025,3392992,3.015075376884422,제조업,KOSDAQ,2 ~ 4%
웅진,2021-08-13,2540,-25,2525,2645,2415,3351829,-0.9746588693957114,금융업,KOSPI,0 ~ -2%
서희건설,2021-08-13,2060,-45,2105,2105,1980,3313872,-2.137767220902613,건설,KOSDAQ,-2 ~ -4%
대아티아이,2021-08-13,6640,210,6430,6640,6300,3226169,3.265940902021773,제조업,KOSDAQ,2 ~ 4%
신풍제약,2021-08-13,67300,-4500,72000,73500,67000,3210424,-6.267409470752089,의약품,KOSPI,-6 ~ -8%
동양철관,2021-08-13,1620,-35,1645,1660,1565,3187564,-2.1148036253776437,철강금속,KOSPI,-2 ~ -4%
삼강엠앤티,2021-08-13,19750,750,19300,20150,18750,3165018,3.9473684210526314,제조업,KOSDAQ,2 ~ 4%
SM C&C,2021-08-13,5140,-170,5220,5240,4985,3160145,-3.2015065913371,코스닥 IT,KOSDAQ,-2 ~ -4%
삼기,2021-08-13,5050,185,4920,5190,4670,3147667,3.802672147995889,제조업,KOSDAQ,2 ~ 4%
새로닉스,2021-08-13,16950,400,17200,18200,16000,3098370,2.416918429003021,코스닥 IT,KOSDAQ,2 ~ 4%
아난티,2021-08-13,10450,150,10300,10550,10000,3088188,1.4563106796116505,없음,KOSDAQ,0 ~ 2%
에이치엘비생명과학,2021-08-13,11100,650,10400,11150,10350,3066192,6.220095693779904,기타서비스,KOSDAQ,6 ~ 8%
아남전자,2021-08-13,2940,-160,3100,3105,2895,3028061,-5.161290322580645,전기전자,KOSPI,-4 ~ -6%
영우디에스피,2021-08-13,2920,-100,3010,3045,2875,3026764,-3.3112582781456954,코스닥 IT,KOSDAQ,-2 ~ -4%
대한해운,2021-08-13,2880,-75,2960,2995,2845,3009824,-2.5380710659898478,운수창고업,KOSPI,-2 ~ -4%
피에이치씨,2021-08-13,2130,-75,2225,2225,2095,3003923,-3.4013605442176873,유통,KOSDAQ,-2 ~ -4%
한화생명,2021-08-13,3505,15,3495,3530,3415,2993167,0.42979942693409745,금융업,KOSPI,0 ~ 2%
엠케이전자,2021-08-13,22400,400,21850,23400,21000,2974266,1.8181818181818181,코스닥 IT,KOSDAQ,0 ~ 2%
일신석재,2021-08-13,2585,25,2545,2600,2455,2965602,0.9765625,유통업,KOSPI,0 ~ 2%
인베니아,2021-08-13,2995,95,2995,3290,2900,2931862,3.2758620689655173,제조업,KOSDAQ,2 ~ 4%
삼부토건,2021-08-13,2990,-110,3050,3115,2965,2917571,-3.5483870967741935,건설업,KOSPI,-2 ~ -4%
이랜텍,2021-08-13,8250,60,8330,8600,8020,2910765,0.7326007326007326,코스닥 IT,KOSDAQ,0 ~ 2%
에스엠코어,2021-08-13,8720,470,8270,8820,8210,2893756,5.696969696969697,제조업,KOSDAQ,4 ~ 6%
한화시스템,2021-08-13,18050,-50,18100,18300,17500,2884724,-0.2762430939226519,전기전자,KOSPI,0 ~ -2%
SDN,2021-08-13,2780,30,2750,2870,2705,2875336,1.090909090909091,유통,KOSDAQ,0 ~ 2%
SBI인베스트먼트,2021-08-13,1890,5,1890,1920,1820,2873093,0.2652519893899204,금융,KOSDAQ,0 ~ 2%
휴마시스,2021-08-13,19250,250,19000,19650,18200,2871917,1.3157894736842104,제조업,KOSDAQ,0 ~ 2%
에이엔피,2021-08-13,2605,125,2480,2645,2445,2848862,5.040322580645161,전기전자,KOSPI,4 ~ 6%
SFA반도체,2021-08-13,6920,-280,7130,7170,6790,2841947,-3.888888888888889,코스닥 IT,KOSDAQ,-2 ~ -4%
한화에스비아이스팩,2021-08-13,5040,-150,5550,5730,4985,2831420,-2.8901734104046244,금융,KOSDAQ,-2 ~ -4%
한송네오텍,2021-08-13,2005,-75,2070,2120,1950,2805865,-3.6057692307692304,제조업,KOSDAQ,-2 ~ -4%
제넨바이오,2021-08-13,1910,25,1900,1945,1870,2788128,1.3262599469496021,유통,KOSDAQ,0 ~ 2%
썸에이지,2021-08-13,3535,-260,3795,3800,3495,2783843,-6.851119894598155,제조업,KOSDAQ,-6 ~ -8%
골든센츄리,2021-08-13,425,-15,445,445,417,2713462,-3.4090909090909087,없음,KOSDAQ,-2 ~ -4%
대창,2021-08-13,2500,-85,2580,2580,2430,2706766,-3.2882011605415857,철강금속,KOSPI,-2 ~ -4%
SK바이오사이언스,2021-08-13,288500,3000,281500,294500,274500,2701687,1.0507880910683012,의약품,KOSPI,0 ~ 2%
보해양조,2021-08-13,1060,-45,1105,1110,1025,2690018,-4.072398190045249,음식료품,KOSPI,-4 ~ -6%
KNN,2021-08-13,1840,35,1810,1885,1800,2675399,1.9390581717451523,코스닥 IT,KOSDAQ,0 ~ 2%
한솔홈데코,2021-08-13,2035,-45,2090,2105,1980,2674401,-2.1634615384615383,종이목재,KOSPI,-2 ~ -4%
HB테크놀러지,2021-08-13,3250,-75,3310,3310,3140,2631619,-2.2556390977443606,제조업,KOSDAQ,-2 ~ -4%
삼성엔지니어링,2021-08-13,23050,-450,23550,23750,22350,2613753,-1.9148936170212765,서비스업,KOSPI,0 ~ -2%
에코프로,2021-08-13,106500,-1400,110000,115100,103500,2605411,-1.2974976830398517,코스닥 IT,KOSDAQ,0 ~ -2%
올리패스,2021-08-13,14550,300,14750,15800,14150,2591422,2.1052631578947367,제조업,KOSDAQ,2 ~ 4%
원방테크,2021-08-13,73500,16900,64800,73500,64200,2587074,29.858657243816257,제조업,KOSDAQ,8% 이상
마니커,2021-08-13,638,-21,659,663,625,2577691,-3.1866464339908953,음식료품,KOSPI,-2 ~ -4%
제이씨케미칼,2021-08-13,11550,900,11300,11800,10800,2574511,8.450704225352112,제조업,KOSDAQ,8% 이상
후성,2021-08-13,13750,-450,14150,14200,13400,2569792,-3.169014084507042,화학,KOSPI,-2 ~ -4%
덕성,2021-08-13,18150,350,17700,19100,16700,2547481,1.9662921348314606,화학,KOSPI,0 ~ 2%
초록뱀미디어,2021-08-13,2530,-5,2540,2565,2465,2533134,-0.19723865877712032,오락·문화,KOSDAQ,0 ~ -2%
일성건설,2021-08-13,3405,-10,3415,3650,3200,2531762,-0.29282576866764276,건설업,KOSPI,0 ~ -2%
케이사인,2021-08-13,2710,-25,2760,2765,2635,2522569,-0.9140767824497258,코스닥 IT,KOSDAQ,0 ~ -2%
신성델타테크,2021-08-13,20200,-800,21000,21350,19950,2516079,-3.8095238095238098,제조업,KOSDAQ,-2 ~ -4%
오픈베이스,2021-08-13,4555,-90,4625,4680,4390,2476182,-1.9375672766415502,코스닥 IT,KOSDAQ,0 ~ -2%
에이치엘비,2021-08-13,37250,1350,35600,37500,35500,2458743,3.7604456824512535,제조업,KOSDAQ,2 ~ 4%
케이피엠테크,2021-08-13,3015,-20,3055,3060,2940,2435651,-0.6589785831960462,제조업,KOSDAQ,0 ~ -2%
골드퍼시픽,2021-08-13,1510,-30,1535,1550,1435,2429463,-1.948051948051948,유통,KOSDAQ,0 ~ -2%
남선알미늄,2021-08-13,3865,-115,3990,3990,3795,2356863,-2.8894472361809047,철강금속,KOSPI,-2 ~ -4%
코리아센터,2021-08-13,8500,-90,8670,8760,8220,2348925,-1.0477299185098952,코스닥 IT,KOSDAQ,0 ~ -2%
윌비스,2021-08-13,2130,-40,2160,2170,2020,2344462,-1.8433179723502304,유통업,KOSPI,0 ~ -2%
우리금융지주,2021-08-13,11100,-100,11300,11300,11000,2325926,-0.8928571428571428,금융업,KOSPI,0 ~ -2%
동양,2021-08-13,1800,-5,1800,1810,1720,2272937,-0.2770083102493075,비금속광물,KOSPI,0 ~ -2%
보락,2021-08-13,2535,-30,2570,2635,2515,2249130,-1.1695906432748537,화학,KOSPI,0 ~ -2%
에스디바이오센서,2021-08-13,59300,-1900,61500,61500,58100,2140157,-3.104575163398693,의료정밀,KOSPI,-2 ~ -4%
넥스트사이언스,2021-08-13,32050,100,31400,33500,31000,2065589,0.3129890453834116,없음,KOSPI,0 ~ 2%
