,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
한화에스비아이스팩,2021-08-04,7370,1220,6350,7580,6010,14356321,19.83739837398374,금융,KOSDAQ,8% 이상
대창,2021-08-04,2645,65,2620,2720,2620,12274493,2.5193798449612403,철강금속,KOSPI,2 ~ 4%
판타지오,2021-08-04,121,2,119,122,118,11805765,1.680672268907563,오락·문화,KOSDAQ,0 ~ 2%
케이피엠테크,2021-08-04,3345,175,3180,3360,3160,11690774,5.520504731861198,제조업,KOSDAQ,4 ~ 6%
드림시큐리티,2021-08-04,5630,400,5230,5870,5230,11530952,7.648183556405354,제조업,KOSDAQ,6 ~ 8%
큐로홀딩스,2021-08-04,683,56,627,734,626,11027642,8.931419457735247,유통,KOSDAQ,8% 이상
갤럭시아에스엠,2021-08-04,2395,50,2435,2600,2350,10489444,2.1321961620469083,서비스업,KOSPI,2 ~ 4%
TYM,2021-08-04,2140,85,2075,2215,2060,10284367,4.13625304136253,기계,KOSPI,4 ~ 6%
HMM,2021-08-04,39350,1750,37000,39600,36550,10190898,4.654255319148936,운수창고업,KOSPI,4 ~ 6%
시스웍,2021-08-04,2340,-50,2405,2500,2320,9527221,-2.092050209205021,제조업,KOSDAQ,-2 ~ -4%
신성통상,2021-08-04,4135,125,4020,4400,4020,9083514,3.117206982543641,유통업,KOSPI,2 ~ 4%
한빛소프트,2021-08-04,6490,590,6000,7130,5950,8574051,10.0,코스닥 IT,KOSDAQ,8% 이상
국전약품,2021-08-04,9450,-10,9480,9920,9010,8262524,-0.10570824524312897,제조업,KOSDAQ,0 ~ -2%
제이엠아이,2021-08-04,2290,205,2105,2535,2105,7984107,9.832134292565947,제조업,KOSDAQ,8% 이상
한국비엔씨,2021-08-04,19200,-100,19150,20000,18150,7609097,-0.5181347150259068,제조업,KOSDAQ,0 ~ -2%
맥스트,2021-08-04,91300,11100,78600,99000,78000,7340255,13.840399002493767,코스닥 IT,KOSDAQ,8% 이상
한송네오텍,2021-08-04,2150,70,2070,2175,2070,7132169,3.3653846153846154,제조업,KOSDAQ,2 ~ 4%
두산중공업,2021-08-04,21550,850,20800,21700,20400,7096013,4.1062801932367154,기계,KOSPI,4 ~ 6%
일신석재,2021-08-04,2995,70,2910,3015,2910,6876870,2.3931623931623935,유통업,KOSPI,2 ~ 4%
대창솔루션,2021-08-04,719,25,694,734,682,6808381,3.602305475504323,제조업,KOSDAQ,2 ~ 4%
와이제이엠게임즈,2021-08-04,2735,185,2560,2850,2560,6637706,7.254901960784315,코스닥 IT,KOSDAQ,6 ~ 8%
아진엑스텍,2021-08-04,11500,1350,10350,12700,10300,6452305,13.30049261083744,코스닥 IT,KOSDAQ,8% 이상
넥스트사이언스,2021-08-04,26400,950,23150,27600,22350,6436226,3.732809430255403,없음,KOSPI,2 ~ 4%
이디티,2021-08-04,2995,225,2735,3000,2735,6297182,8.12274368231047,제조업,KOSDAQ,8% 이상
에스코넥,2021-08-04,2310,75,2295,2400,2260,6205176,3.3557046979865772,코스닥 IT,KOSDAQ,2 ~ 4%
다믈멀티미디어,2021-08-04,3930,-20,3950,4295,3835,6171976,-0.5063291139240507,코스닥 IT,KOSDAQ,0 ~ -2%
신화콘텍,2021-08-04,5600,600,5060,6300,5060,6171032,12.0,코스닥 IT,KOSDAQ,8% 이상
기산텔레콤,2021-08-04,3565,255,3400,4015,3400,6132583,7.7039274924471295,코스닥 IT,KOSDAQ,6 ~ 8%
옵티시스,2021-08-04,32400,7000,26700,32600,26650,5995349,27.559055118110237,코스닥 IT,KOSDAQ,8% 이상
한국주강,2021-08-04,3180,185,3050,3820,3035,5960807,6.176961602671119,기계,KOSPI,6 ~ 8%
메디콕스,2021-08-04,1615,35,1600,1665,1590,5894401,2.2151898734177213,제조업,KOSDAQ,2 ~ 4%
코디엠,2021-08-04,309,4,304,311,302,5799137,1.3114754098360655,코스닥 IT,KOSDAQ,0 ~ 2%
세화아이엠씨,2021-08-04,728,-3,733,806,714,5792704,-0.4103967168262654,기계,KOSPI,0 ~ -2%
팜스토리,2021-08-04,2540,0,2535,2620,2515,5523965,0.0,제조업,KOSDAQ,0 ~ -2%
아이에이,2021-08-04,1240,0,1250,1275,1225,5494064,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
엑세스바이오,2021-08-04,29900,1350,33600,34200,29800,5424445,4.728546409807356,없음,KOSDAQ,4 ~ 6%
주연테크,2021-08-04,1600,65,1550,1680,1545,5416331,4.234527687296417,전기전자,KOSPI,4 ~ 6%
대아티아이,2021-08-04,7010,200,6820,7120,6810,5148743,2.936857562408223,제조업,KOSDAQ,2 ~ 4%
우리기술,2021-08-04,2515,60,2455,2550,2430,5148117,2.4439918533604885,제조업,KOSDAQ,2 ~ 4%
사조동아원,2021-08-04,1540,5,1530,1550,1475,5143977,0.32573289902280134,음식료품,KOSPI,0 ~ 2%
서전기전,2021-08-04,11900,700,11200,12750,11150,5108745,6.25,제조업,KOSDAQ,6 ~ 8%
신일전자,2021-08-04,2130,10,2130,2170,2115,5099322,0.4716981132075472,유통업,KOSPI,0 ~ 2%
에이디칩스,2021-08-04,1210,-60,1245,1260,1205,5099077,-4.724409448818897,제조업,KOSDAQ,-4 ~ -6%
아난티,2021-08-04,11550,450,11050,11650,11050,4998853,4.054054054054054,없음,KOSDAQ,4 ~ 6%
인성정보,2021-08-04,2925,0,2995,3090,2920,4844176,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
SK5호스팩,2021-08-04,2750,170,2850,2970,2700,4829495,6.5891472868217065,금융,KOSDAQ,6 ~ 8%
지엔코,2021-08-04,1060,55,1005,1105,1000,4720238,5.472636815920398,제조업,KOSDAQ,4 ~ 6%
디스플레이텍,2021-08-04,5480,-100,5900,5980,5420,4654863,-1.7921146953405016,코스닥 IT,KOSDAQ,0 ~ -2%
엠케이전자,2021-08-04,20750,-3500,23550,23750,20300,4249581,-14.432989690721648,코스닥 IT,KOSDAQ,-8% 이하
쌍방울,2021-08-04,802,2,798,806,798,4231856,0.25,섬유의복,KOSPI,0 ~ 2%
위즈코프,2021-08-04,2700,50,2630,2780,2625,4221625,1.8867924528301887,유통,KOSDAQ,0 ~ 2%
에이트원,2021-08-04,2700,50,2630,2780,2625,4221625,1.8867924528301887,제조업,KOSDAQ,0 ~ 2%
자연과환경,2021-08-04,2700,50,2630,2780,2625,4221625,1.8867924528301887,기타서비스,KOSDAQ,0 ~ 2%
윈팩,2021-08-04,2700,50,2630,2780,2625,4221625,1.8867924528301887,코스닥 IT,KOSDAQ,0 ~ 2%
SK6호스팩,2021-08-04,2290,30,2420,2540,2260,4218512,1.3274336283185841,금융,KOSDAQ,0 ~ 2%
웅진,2021-08-04,2900,-5,2870,2985,2840,4196437,-0.17211703958691912,금융업,KOSPI,0 ~ -2%
엔텔스,2021-08-04,14150,1450,13900,14850,13450,4183490,11.41732283464567,코스닥 IT,KOSDAQ,8% 이상
우리종금,2021-08-04,996,8,988,1005,988,4162181,0.8097165991902834,금융업,KOSPI,0 ~ 2%
큐로,2021-08-04,601,12,591,616,585,4113859,2.037351443123939,기계,KOSPI,2 ~ 4%
제이준코스메틱,2021-08-04,2100,-85,2155,2275,2050,4097510,-3.8901601830663615,화학,KOSPI,-2 ~ -4%
대한항공,2021-08-04,31250,1550,29750,31300,29750,3991886,5.218855218855219,운수창고업,KOSPI,4 ~ 6%
에스에이엠티,2021-08-04,4330,225,4210,4420,4190,3960345,5.481120584652863,유통,KOSDAQ,4 ~ 6%
키이스트,2021-08-04,16850,1700,15350,17050,15250,3949860,11.221122112211221,오락·문화,KOSDAQ,8% 이상
아이엠,2021-08-04,1360,60,1305,1385,1285,3925392,4.615384615384616,코스닥 IT,KOSDAQ,4 ~ 6%
제일바이오,2021-08-04,3825,-50,3900,3980,3730,3908707,-1.2903225806451613,제조업,KOSDAQ,0 ~ -2%
인트로메딕,2021-08-04,3545,75,3540,3665,3320,3905278,2.161383285302594,제조업,KOSDAQ,2 ~ 4%
진원생명과학,2021-08-04,41650,300,41850,43600,40550,3900816,0.7255139056831923,의약품,KOSPI,0 ~ 2%
서울바이오시스,2021-08-04,17950,850,17450,18850,17200,3815268,4.970760233918129,코스닥 IT,KOSDAQ,4 ~ 6%
핑거,2021-08-04,24800,200,25850,26350,24650,3764832,0.8130081300813009,코스닥 IT,KOSDAQ,0 ~ 2%
에스엠,2021-08-04,69000,6300,63800,72800,63200,3717474,10.047846889952153,오락·문화,KOSDAQ,8% 이상
한솔홈데코,2021-08-04,2180,-35,2220,2235,2155,3695849,-1.580135440180587,종이목재,KOSPI,0 ~ -2%
이연제약,2021-08-04,57400,5200,52400,62400,51700,3665229,9.961685823754788,의약품,KOSPI,8% 이상
티비씨,2021-08-04,1485,5,1570,1570,1475,3656832,0.33783783783783783,코스닥 IT,KOSDAQ,0 ~ 2%
골드퍼시픽,2021-08-04,1715,-25,1750,1765,1685,3544300,-1.4367816091954022,유통,KOSDAQ,0 ~ -2%
오픈베이스,2021-08-04,5430,-30,5520,5820,5390,3502777,-0.5494505494505495,코스닥 IT,KOSDAQ,0 ~ -2%
SK하이닉스,2021-08-04,121000,1000,122000,123000,120500,3468620,0.8333333333333334,전기전자,KOSPI,0 ~ 2%
메가엠디,2021-08-04,5520,250,5630,5860,5470,3409997,4.743833017077799,기타서비스,KOSDAQ,4 ~ 6%
티웨이항공,2021-08-04,4100,305,3820,4155,3775,3388144,8.036890645586297,운수창고업,KOSPI,8% 이상
동양철관,2021-08-04,1735,-15,1755,1765,1725,3387039,-0.8571428571428572,철강금속,KOSPI,0 ~ -2%
아남전자,2021-08-04,3330,-50,3350,3360,3280,3341603,-1.4792899408284024,전기전자,KOSPI,0 ~ -2%
마이더스AI,2021-08-04,399,-11,410,428,392,3326768,-2.682926829268293,코스닥 IT,KOSDAQ,-2 ~ -4%
딜리,2021-08-04,2660,-170,2810,2815,2610,3254313,-6.007067137809187,코스닥 IT,KOSDAQ,-6 ~ -8%
감성코퍼레이션,2021-08-04,1455,80,1385,1650,1315,3108423,5.818181818181818,유통,KOSDAQ,4 ~ 6%
삼부토건,2021-08-04,3415,45,3370,3475,3330,3083156,1.3353115727002967,건설업,KOSPI,0 ~ 2%
SGA솔루션즈,2021-08-04,1615,85,1530,1655,1525,3017386,5.555555555555555,코스닥 IT,KOSDAQ,4 ~ 6%
나노씨엠에스,2021-08-04,24900,-250,25650,27900,23500,3016147,-0.9940357852882704,제조업,KOSDAQ,0 ~ -2%
흥국에프엔비,2021-08-04,4490,-260,4690,4695,4425,2984529,-5.473684210526316,제조업,KOSDAQ,-4 ~ -6%
SGA,2021-08-04,1445,30,1410,1480,1385,2968212,2.1201413427561837,코스닥 IT,KOSDAQ,2 ~ 4%
제이시스메디칼,2021-08-04,8570,-330,8810,8920,8370,2954208,-3.707865168539326,제조업,KOSDAQ,-2 ~ -4%
한일단조,2021-08-04,4265,30,4330,4490,4215,2943831,0.7083825265643447,제조업,KOSDAQ,0 ~ 2%
휴럼,2021-08-04,2500,110,2400,2800,2355,2943518,4.602510460251046,제조업,KOSDAQ,4 ~ 6%
초록뱀미디어,2021-08-04,2585,25,2565,2610,2520,2909836,0.9765625,오락·문화,KOSDAQ,0 ~ 2%
IBKS제12호스팩,2021-08-04,2910,310,2595,3090,2585,2904249,11.923076923076923,금융,KOSDAQ,8% 이상
YG PLUS,2021-08-04,7020,-60,7180,7390,7000,2899708,-0.847457627118644,서비스업,KOSPI,0 ~ -2%
멜파스,2021-08-04,2535,-270,2755,2770,2505,2866207,-9.62566844919786,코스닥 IT,KOSDAQ,-8% 이하
피에이치씨,2021-08-04,2555,-35,2645,2645,2530,2848270,-1.3513513513513513,유통,KOSDAQ,0 ~ -2%
일진전기,2021-08-04,6410,230,6240,6770,6210,2827816,3.7216828478964405,전기전자,KOSPI,2 ~ 4%
덕성,2021-08-04,20550,850,19450,21600,19050,2684387,4.314720812182741,화학,KOSPI,4 ~ 6%
인디에프,2021-08-04,1680,80,1580,1715,1580,2681005,5.0,섬유의복,KOSPI,4 ~ 6%
SFA반도체,2021-08-04,7500,20,7610,7700,7450,2638959,0.267379679144385,코스닥 IT,KOSDAQ,0 ~ 2%
한화생명,2021-08-04,3475,110,3370,3480,3370,2608540,3.268945022288262,금융업,KOSPI,2 ~ 4%
카카오게임즈,2021-08-04,83400,0,83300,84600,81800,2572509,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
보락,2021-08-04,2575,-65,2625,2630,2560,2572332,-2.462121212121212,화학,KOSPI,-2 ~ -4%
카페24,2021-08-04,37500,3850,34000,38500,33900,2538750,11.441307578008916,코스닥 IT,KOSDAQ,8% 이상
성호전자,2021-08-04,1870,60,1805,1900,1805,2511567,3.314917127071823,코스닥 IT,KOSDAQ,2 ~ 4%
대영포장,2021-08-04,3080,75,3050,3130,3040,2479452,2.4958402662229617,종이목재,KOSPI,2 ~ 4%
대한해운,2021-08-04,3080,75,3050,3130,3040,2479452,2.4958402662229617,운수창고업,KOSPI,2 ~ 4%
LG디스플레이,2021-08-04,22850,550,22350,22900,22050,2458747,2.4663677130044843,전기전자,KOSPI,2 ~ 4%
이루온,2021-08-04,4660,-25,4755,4835,4625,2456930,-0.5336179295624333,코스닥 IT,KOSDAQ,0 ~ -2%
에이루트,2021-08-04,1790,5,1785,1835,1765,2409251,0.2801120448179272,코스닥 IT,KOSDAQ,0 ~ 2%
퀀타매트릭스,2021-08-04,18750,-150,18450,19550,18300,2322395,-0.7936507936507936,제조업,KOSDAQ,0 ~ -2%
솔고바이오,2021-08-04,1380,-40,1425,1430,1350,2277568,-2.8169014084507045,제조업,KOSDAQ,-2 ~ -4%
SBI인베스트먼트,2021-08-04,1990,30,1950,2020,1935,2258638,1.530612244897959,금융,KOSDAQ,0 ~ 2%
우리금융지주,2021-08-04,11150,200,11000,11200,10950,2256853,1.82648401826484,금융업,KOSPI,0 ~ 2%
에이비프로바이오,2021-08-04,1120,5,1115,1140,1095,2212783,0.4484304932735426,제조업,KOSDAQ,0 ~ 2%
위지윅스튜디오,2021-08-04,17850,1200,16600,18050,16450,2198524,7.207207207207207,오락·문화,KOSDAQ,6 ~ 8%
한국전자인증,2021-08-04,11250,450,10800,11350,10700,2196203,4.166666666666666,코스닥 IT,KOSDAQ,4 ~ 6%
자이언트스텝,2021-08-04,94500,14200,81000,94900,80400,2103768,17.68368617683686,오락·문화,KOSDAQ,8% 이상
화승코퍼레이션,2021-08-04,3215,85,3130,3290,3060,2101605,2.7156549520766773,운수장비,KOSPI,2 ~ 4%
아이오케이,2021-08-04,1720,45,1680,1730,1635,2086360,2.6865671641791042,오락·문화,KOSDAQ,2 ~ 4%
팬오션,2021-08-04,7540,160,7380,7610,7320,2080740,2.168021680216802,운수창고업,KOSPI,2 ~ 4%
카카오,2021-08-04,148500,4500,144500,148500,144000,2073213,3.125,서비스업,KOSPI,2 ~ 4%
성우테크론,2021-08-04,7790,-400,8190,8260,7740,2064345,-4.884004884004884,코스닥 IT,KOSDAQ,-4 ~ -6%
한창,2021-08-04,1795,90,1705,1795,1705,2057817,5.278592375366569,유통업,KOSPI,4 ~ 6%
엔케이물산,2021-08-04,827,53,774,848,766,2056742,6.847545219638243,유통업,KOSPI,6 ~ 8%
교보9호스팩,2021-08-04,2445,160,2320,2550,2315,2041965,7.00218818380744,금융,KOSDAQ,6 ~ 8%
휴림로봇,2021-08-04,1055,25,1035,1070,1030,2029793,2.4271844660194173,제조업,KOSDAQ,2 ~ 4%
서원,2021-08-04,3025,55,2985,3145,2985,2012961,1.8518518518518516,철강금속,KOSPI,0 ~ 2%
일성건설,2021-08-04,3520,15,3580,3580,3400,1990416,0.42796005706134094,건설업,KOSPI,0 ~ 2%
대유플러스,2021-08-04,1520,50,1475,1525,1455,1967130,3.4013605442176873,전기전자,KOSPI,2 ~ 4%
라이프시맨틱스,2021-08-04,16600,100,16300,17150,15900,1949959,0.6060606060606061,코스닥 IT,KOSDAQ,0 ~ 2%
조일알미늄,2021-08-04,1365,60,1305,1365,1300,1943092,4.597701149425287,철강금속,KOSPI,4 ~ 6%
