,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
맥스트,2021-08-04,84400,4200,78600,99000,78000,8525111,5.236907730673317,코스닥 IT,KOSDAQ,4 ~ 6%
일신석재,2021-08-04,3005,80,2910,3015,2910,8362856,2.735042735042735,유통업,KOSPI,2 ~ 4%
한송네오텍,2021-08-04,2115,35,2070,2175,2070,8176520,1.6826923076923077,제조업,KOSDAQ,0 ~ 2%
옵티시스,2021-08-04,31700,6300,26700,33000,26650,7856714,24.803149606299215,코스닥 IT,KOSDAQ,8% 이상
두산중공업,2021-08-04,21650,950,20800,21700,20400,7824930,4.5893719806763285,기계,KOSPI,4 ~ 6%
대창솔루션,2021-08-04,720,26,694,734,682,7296364,3.7463976945244957,제조업,KOSDAQ,2 ~ 4%
서전기전,2021-08-04,13000,1800,11200,13000,11150,7143478,16.071428571428573,제조업,KOSDAQ,8% 이상
와이제이엠게임즈,2021-08-04,2730,180,2560,2850,2560,7103964,7.0588235294117645,코스닥 IT,KOSDAQ,6 ~ 8%
사조동아원,2021-08-04,1530,-5,1530,1555,1475,6871981,-0.32573289902280134,음식료품,KOSPI,0 ~ -2%
코디엠,2021-08-04,310,5,304,311,302,6838556,1.639344262295082,코스닥 IT,KOSDAQ,0 ~ 2%
넥스트사이언스,2021-08-04,26500,1050,23150,27600,22350,6769460,4.12573673870334,없음,KOSPI,4 ~ 6%
신화콘텍,2021-08-04,5740,740,5060,6300,5060,6600251,14.799999999999999,코스닥 IT,KOSDAQ,8% 이상
세화아이엠씨,2021-08-04,726,-5,733,806,714,6596103,-0.6839945280437756,기계,KOSPI,0 ~ -2%
에스코넥,2021-08-04,2305,70,2295,2400,2260,6543378,3.131991051454139,코스닥 IT,KOSDAQ,2 ~ 4%
엔텔스,2021-08-04,14100,1400,13900,15150,13450,6509729,11.023622047244094,코스닥 IT,KOSDAQ,8% 이상
메디콕스,2021-08-04,1610,30,1600,1665,1590,6485858,1.89873417721519,제조업,KOSDAQ,0 ~ 2%
다믈멀티미디어,2021-08-04,3845,-105,3950,4295,3835,6462001,-2.6582278481012658,코스닥 IT,KOSDAQ,-2 ~ -4%
기산텔레콤,2021-08-04,3525,215,3400,4015,3400,6341246,6.495468277945619,코스닥 IT,KOSDAQ,6 ~ 8%
팜스토리,2021-08-04,2550,10,2535,2620,2515,6259131,0.39370078740157477,제조업,KOSDAQ,0 ~ 2%
한국주강,2021-08-04,3240,245,3050,3820,3035,6249537,8.180300500834726,기계,KOSPI,8% 이상
주연테크,2021-08-04,1615,80,1550,1680,1545,6073202,5.211726384364821,전기전자,KOSPI,4 ~ 6%
아남전자,2021-08-04,3435,55,3350,3435,3280,6028651,1.6272189349112427,전기전자,KOSPI,0 ~ 2%
아이에이,2021-08-04,1235,-5,1250,1275,1225,5981757,-0.4032258064516129,코스닥 IT,KOSDAQ,0 ~ -2%
우리기술,2021-08-04,2520,65,2455,2550,2430,5932097,2.6476578411405294,제조업,KOSDAQ,2 ~ 4%
신일전자,2021-08-04,2125,5,2130,2170,2115,5915540,0.2358490566037736,유통업,KOSPI,0 ~ 2%
엑세스바이오,2021-08-04,29600,1050,33600,34200,29500,5908809,3.677758318739054,없음,KOSDAQ,2 ~ 4%
에이디칩스,2021-08-04,1215,-55,1245,1260,1205,5825274,-4.330708661417323,제조업,KOSDAQ,-4 ~ -6%
아난티,2021-08-04,11600,500,11050,11650,11050,5675295,4.504504504504505,없음,KOSDAQ,4 ~ 6%
대아티아이,2021-08-04,7010,200,6820,7120,6810,5650534,2.936857562408223,제조업,KOSDAQ,2 ~ 4%
자연과환경,2021-08-04,2535,135,2465,2590,2425,5519119,5.625,기타서비스,KOSDAQ,4 ~ 6%
리더스 기술투자,2021-08-04,909,22,885,950,866,5517509,2.480270574971815,금융,KOSDAQ,2 ~ 4%
인성정보,2021-08-04,2930,5,2995,3090,2915,5281582,0.17094017094017094,코스닥 IT,KOSDAQ,0 ~ 2%
디스플레이텍,2021-08-04,5520,-60,5900,5980,5420,5173489,-1.0752688172043012,코스닥 IT,KOSDAQ,0 ~ -2%
키이스트,2021-08-04,17500,2350,15350,17550,15250,5119856,15.51155115511551,오락·문화,KOSDAQ,8% 이상
SK5호스팩,2021-08-04,2740,160,2850,2970,2700,5116333,6.2015503875969,금융,KOSDAQ,6 ~ 8%
지엔코,2021-08-04,1065,60,1005,1105,1000,4931734,5.970149253731343,제조업,KOSDAQ,4 ~ 6%
쌍방울,2021-08-04,803,3,798,806,798,4898909,0.375,섬유의복,KOSPI,0 ~ 2%
조아제약,2021-08-04,4975,205,4740,5180,4690,4877483,4.29769392033543,제조업,KOSDAQ,4 ~ 6%
에이트원,2021-08-04,2705,55,2630,2780,2625,4809362,2.0754716981132075,제조업,KOSDAQ,2 ~ 4%
웅진,2021-08-04,2895,-10,2870,2985,2840,4792368,-0.34423407917383825,금융업,KOSPI,0 ~ -2%
제이준코스메틱,2021-08-04,2130,-55,2155,2275,2050,4750067,-2.517162471395881,화학,KOSPI,-2 ~ -4%
엠케이전자,2021-08-04,20300,-3950,23550,23750,20300,4710620,-16.288659793814432,코스닥 IT,KOSDAQ,-8% 이하
골드퍼시픽,2021-08-04,1705,-35,1750,1765,1685,4692985,-2.0114942528735633,유통,KOSDAQ,-2 ~ -4%
우리종금,2021-08-04,997,9,988,1005,988,4578870,0.9109311740890688,금융업,KOSPI,0 ~ 2%
IBKS제12호스팩,2021-08-04,2840,240,2595,3090,2585,4559267,9.230769230769232,금융,KOSDAQ,8% 이상
대한항공,2021-08-04,31200,1500,29750,31300,29750,4542212,5.05050505050505,운수창고업,KOSPI,4 ~ 6%
아이엠,2021-08-04,1360,60,1305,1385,1285,4399079,4.615384615384616,코스닥 IT,KOSDAQ,4 ~ 6%
한솔홈데코,2021-08-04,2175,-40,2220,2235,2155,4365526,-1.805869074492099,종이목재,KOSPI,0 ~ -2%
SK6호스팩,2021-08-04,2305,45,2420,2540,2260,4358921,1.991150442477876,금융,KOSDAQ,0 ~ 2%
에스에이엠티,2021-08-04,4345,240,4210,4420,4190,4335046,5.84652862362972,유통,KOSDAQ,4 ~ 6%
조일알미늄,2021-08-04,1400,95,1305,1410,1300,4311966,7.2796934865900385,철강금속,KOSPI,6 ~ 8%
제일바이오,2021-08-04,3810,-65,3900,3980,3730,4285365,-1.6774193548387095,제조업,KOSDAQ,0 ~ -2%
큐로,2021-08-04,603,14,591,616,585,4284119,2.3769100169779285,기계,KOSPI,2 ~ 4%
티비씨,2021-08-04,1460,-20,1570,1570,1460,4275195,-1.3513513513513513,코스닥 IT,KOSDAQ,0 ~ -2%
오픈베이스,2021-08-04,5480,20,5520,5820,5290,4268397,0.3663003663003663,코스닥 IT,KOSDAQ,0 ~ 2%
인트로메딕,2021-08-04,3555,85,3540,3665,3320,4243715,2.4495677233429394,제조업,KOSDAQ,2 ~ 4%
진원생명과학,2021-08-04,41950,600,41850,43600,40550,4205862,1.4510278113663846,의약품,KOSPI,0 ~ 2%
에스엠,2021-08-04,71900,9200,63800,72800,63200,4183111,14.673046251993622,오락·문화,KOSDAQ,8% 이상
동양철관,2021-08-04,1755,5,1755,1765,1725,4152882,0.2857142857142857,철강금속,KOSPI,0 ~ 2%
SK하이닉스,2021-08-04,121000,1000,122000,123000,120500,4150567,0.8333333333333334,전기전자,KOSPI,0 ~ 2%
딜리,2021-08-04,2770,-60,2810,2815,2610,4056089,-2.1201413427561837,코스닥 IT,KOSDAQ,-2 ~ -4%
서울바이오시스,2021-08-04,17900,800,17450,18850,17200,3992722,4.678362573099415,코스닥 IT,KOSDAQ,4 ~ 6%
핑거,2021-08-04,24600,0,25850,26350,24550,3983527,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
이연제약,2021-08-04,58500,6300,52400,62400,51700,3979099,12.068965517241379,의약품,KOSPI,8% 이상
티웨이항공,2021-08-04,4100,305,3820,4155,3775,3896188,8.036890645586297,운수창고업,KOSPI,8% 이상
멜파스,2021-08-04,2560,-245,2755,2770,2480,3681834,-8.73440285204991,코스닥 IT,KOSDAQ,-8% 이하
제이시스메디칼,2021-08-04,8900,0,8810,8920,8370,3632155,0.0,제조업,KOSDAQ,0 ~ -2%
마이더스AI,2021-08-04,398,-12,410,428,392,3606060,-2.9268292682926833,코스닥 IT,KOSDAQ,-2 ~ -4%
보락,2021-08-04,2620,-20,2625,2630,2560,3579380,-0.7575757575757576,화학,KOSPI,0 ~ -2%
메가엠디,2021-08-04,5430,160,5630,5860,5420,3561612,3.0360531309297913,기타서비스,KOSDAQ,2 ~ 4%
흥국에프엔비,2021-08-04,4490,-260,4690,4695,4425,3517528,-5.473684210526316,제조업,KOSDAQ,-4 ~ -6%
감성코퍼레이션,2021-08-04,1500,125,1385,1650,1315,3512818,9.090909090909092,유통,KOSDAQ,8% 이상
카페24,2021-08-04,37850,4200,34000,39100,33900,3494919,12.481426448736999,코스닥 IT,KOSDAQ,8% 이상
YG PLUS,2021-08-04,6970,-110,7180,7390,6900,3439128,-1.5536723163841808,서비스업,KOSPI,0 ~ -2%
휴럼,2021-08-04,2550,160,2400,2800,2355,3378790,6.694560669456067,제조업,KOSDAQ,6 ~ 8%
한일단조,2021-08-04,4240,5,4330,4490,4215,3376627,0.11806375442739078,제조업,KOSDAQ,0 ~ 2%
인디에프,2021-08-04,1700,100,1580,1735,1580,3374534,6.25,섬유의복,KOSPI,6 ~ 8%
SGA,2021-08-04,1445,30,1410,1480,1385,3352865,2.1201413427561837,코스닥 IT,KOSDAQ,2 ~ 4%
초록뱀미디어,2021-08-04,2575,15,2565,2610,2520,3351026,0.5859375,오락·문화,KOSDAQ,0 ~ 2%
삼부토건,2021-08-04,3415,45,3370,3475,3330,3334845,1.3353115727002967,건설업,KOSPI,0 ~ 2%
SGA솔루션즈,2021-08-04,1615,85,1530,1655,1525,3297951,5.555555555555555,코스닥 IT,KOSDAQ,4 ~ 6%
피에이치씨,2021-08-04,2575,-15,2645,2645,2530,3287195,-0.5791505791505791,유통,KOSDAQ,0 ~ -2%
윈팩,2021-08-04,2665,-25,2720,2770,2640,3283148,-0.929368029739777,코스닥 IT,KOSDAQ,0 ~ -2%
한화생명,2021-08-04,3470,105,3370,3485,3370,3258586,3.1203566121842496,금융업,KOSPI,2 ~ 4%
LG디스플레이,2021-08-04,22950,650,22350,23000,22050,3255383,2.914798206278027,전기전자,KOSPI,2 ~ 4%
나노씨엠에스,2021-08-04,24900,-250,25650,27900,23500,3252201,-0.9940357852882704,제조업,KOSDAQ,0 ~ -2%
이루온,2021-08-04,4650,-35,4755,4835,4550,3204465,-0.7470651013874066,코스닥 IT,KOSDAQ,0 ~ -2%
일진전기,2021-08-04,6420,240,6240,6770,6210,3169017,3.8834951456310676,전기전자,KOSPI,2 ~ 4%
카카오게임즈,2021-08-04,83400,0,83300,84600,81800,3130406,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
카카오,2021-08-04,149500,5500,144500,150000,144000,3108278,3.8194444444444446,서비스업,KOSPI,2 ~ 4%
대영포장,2021-08-04,3115,110,3050,3130,3040,3002270,3.6605657237936775,종이목재,KOSPI,2 ~ 4%
한국전자인증,2021-08-04,11250,450,10800,11400,10700,2940875,4.166666666666666,코스닥 IT,KOSDAQ,4 ~ 6%
SFA반도체,2021-08-04,7490,10,7610,7700,7450,2924143,0.1336898395721925,코스닥 IT,KOSDAQ,0 ~ 2%
덕성,2021-08-04,20550,850,19450,21600,19050,2887143,4.314720812182741,화학,KOSPI,4 ~ 6%
SBI인베스트먼트,2021-08-04,1995,35,1950,2020,1935,2862042,1.7857142857142856,금융,KOSDAQ,0 ~ 2%
성호전자,2021-08-04,1860,50,1805,1900,1805,2812541,2.7624309392265194,코스닥 IT,KOSDAQ,2 ~ 4%
화승코퍼레이션,2021-08-04,3275,145,3130,3290,3060,2807459,4.63258785942492,운수장비,KOSPI,4 ~ 6%
우리금융지주,2021-08-04,11200,250,11000,11200,10950,2756304,2.28310502283105,금융업,KOSPI,2 ~ 4%
퀀타매트릭스,2021-08-04,19250,350,18450,19550,18300,2737097,1.8518518518518516,제조업,KOSDAQ,0 ~ 2%
위즈코프,2021-08-04,3345,5,3435,3455,3330,2736844,0.14970059880239522,유통,KOSDAQ,0 ~ 2%
에이비프로바이오,2021-08-04,1125,10,1115,1140,1095,2731583,0.8968609865470852,제조업,KOSDAQ,0 ~ 2%
에이루트,2021-08-04,1775,-10,1785,1835,1765,2719683,-0.5602240896358543,코스닥 IT,KOSDAQ,0 ~ -2%
팬오션,2021-08-04,7520,140,7380,7610,7320,2699351,1.8970189701897018,운수창고업,KOSPI,0 ~ 2%
자이언트스텝,2021-08-04,89300,9000,81000,94900,80400,2689768,11.207970112079702,오락·문화,KOSDAQ,8% 이상
위지윅스튜디오,2021-08-04,17850,1200,16600,18050,16450,2627936,7.207207207207207,오락·문화,KOSDAQ,6 ~ 8%
솔고바이오,2021-08-04,1385,-35,1425,1430,1350,2527333,-2.464788732394366,제조업,KOSDAQ,-2 ~ -4%
엔케이물산,2021-08-04,839,65,774,848,766,2477132,8.397932816537468,유통업,KOSPI,8% 이상
성우테크론,2021-08-04,7730,-460,8190,8260,7730,2433815,-5.616605616605617,코스닥 IT,KOSDAQ,-4 ~ -6%
대한해운,2021-08-04,3070,95,2990,3075,2970,2429405,3.1932773109243695,운수창고업,KOSPI,2 ~ 4%
대유플러스,2021-08-04,1495,25,1475,1525,1455,2408511,1.7006802721088436,전기전자,KOSPI,0 ~ 2%
라이프시맨틱스,2021-08-04,17000,500,16300,17150,15900,2296359,3.0303030303030303,코스닥 IT,KOSDAQ,2 ~ 4%
아이오케이,2021-08-04,1715,40,1680,1730,1635,2271475,2.3880597014925375,오락·문화,KOSDAQ,2 ~ 4%
남선알미늄,2021-08-04,4150,80,4110,4220,4070,2246240,1.9656019656019657,철강금속,KOSPI,0 ~ 2%
한창,2021-08-04,1765,60,1705,1795,1705,2244265,3.519061583577713,유통업,KOSPI,2 ~ 4%
휴림로봇,2021-08-04,1060,30,1035,1070,1030,2233642,2.912621359223301,제조업,KOSDAQ,2 ~ 4%
