,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
삼성전자,2021-08-05,82400,-500,83300,83300,82000,16298818,-0.6031363088057901,전기전자,KOSPI,0 ~ -2%
이아이디,2021-08-05,527,0,525,535,524,14586231,0.0,유통업,KOSPI,0 ~ -2%
바이오로그디바이스,2021-08-05,5490,-10,5440,5660,5360,13194322,-0.18181818181818182,코스닥 IT,KOSDAQ,0 ~ -2%
케이피엠테크,2021-08-05,3335,70,3320,3390,3245,12555834,2.1439509954058193,제조업,KOSDAQ,2 ~ 4%
옵트론텍,2021-08-05,9560,580,9040,9930,8930,12087765,6.45879732739421,코스닥 IT,KOSDAQ,6 ~ 8%
인터파크,2021-08-05,9340,-140,9350,9660,9200,11637729,-1.4767932489451476,유통,KOSDAQ,0 ~ -2%
루멘스,2021-08-05,1530,170,1365,1685,1360,11595041,12.5,코스닥 IT,KOSDAQ,8% 이상
대원전선,2021-08-05,2590,105,2460,2710,2460,11547726,4.225352112676056,전기전자,KOSPI,4 ~ 6%
넥스트사이언스,2021-08-05,29850,3350,27600,31700,26850,10988316,12.641509433962264,없음,KOSPI,8% 이상
광전자,2021-08-05,3005,235,2770,3315,2750,10949336,8.483754512635379,전기전자,KOSPI,8% 이상
범양건영,2021-08-05,9130,920,8270,9520,8210,10810688,11.20584652862363,건설업,KOSPI,8% 이상
한창,2021-08-05,1630,-135,1765,1790,1590,10678244,-7.64872521246459,유통업,KOSPI,-6 ~ -8%
신원,2021-08-05,2245,-95,2370,2380,2230,9934086,-4.05982905982906,섬유의복,KOSPI,-4 ~ -6%
켐트로스,2021-08-05,7670,490,7420,7780,7290,9382985,6.8245125348189415,제조업,KOSDAQ,6 ~ 8%
줌인터넷,2021-08-05,7350,290,7520,7890,7300,9336498,4.107648725212465,코스닥 IT,KOSDAQ,4 ~ 6%
아비코전자,2021-08-05,9790,1240,8740,10700,8710,9270826,14.502923976608187,제조업,KOSDAQ,8% 이상
국전약품,2021-08-05,9640,180,9450,10050,9260,9075926,1.9027484143763214,제조업,KOSDAQ,0 ~ 2%
중앙디앤엠,2021-08-05,1565,140,1450,1690,1450,8825032,9.824561403508772,제조업,KOSDAQ,8% 이상
이트론,2021-08-05,702,2,698,712,692,8730561,0.2857142857142857,코스닥 IT,KOSDAQ,0 ~ 2%
큐라클,2021-08-05,43400,6200,38250,44950,37150,8701590,16.666666666666664,기타서비스,KOSDAQ,8% 이상
판타지오,2021-08-05,122,0,122,122,120,8489613,0.0,오락·문화,KOSDAQ,0 ~ -2%
아진엑스텍,2021-08-05,12350,550,11700,13700,11550,8272448,4.661016949152542,코스닥 IT,KOSDAQ,4 ~ 6%
한화에스비아이스팩,2021-08-05,6710,-340,7750,8090,6380,8225949,-4.822695035460993,금융,KOSDAQ,-4 ~ -6%
성호전자,2021-08-05,1900,40,1865,1990,1850,8184450,2.1505376344086025,코스닥 IT,KOSDAQ,2 ~ 4%
쌍방울,2021-08-05,808,5,796,813,792,7865820,0.62266500622665,섬유의복,KOSPI,0 ~ 2%
아이엠,2021-08-05,1430,70,1360,1470,1335,7833512,5.147058823529411,코스닥 IT,KOSDAQ,4 ~ 6%
켐온,2021-08-05,4030,65,4185,4300,4020,7603565,1.639344262295082,기타서비스,KOSDAQ,0 ~ 2%
아미노로직스,2021-08-05,3120,165,2960,3250,2960,7536379,5.583756345177665,유통,KOSDAQ,4 ~ 6%
우리기술,2021-08-05,2525,5,2635,2645,2520,6961565,0.1984126984126984,제조업,KOSDAQ,0 ~ 2%
TYM,2021-08-05,2130,-15,2175,2210,2130,6937365,-0.6993006993006993,기계,KOSPI,0 ~ -2%
넥스턴바이오,2021-08-05,7760,620,7140,8300,7130,6637492,8.683473389355742,제조업,KOSDAQ,8% 이상
신일전자,2021-08-05,2175,50,2140,2200,2130,6566844,2.3529411764705883,유통업,KOSPI,2 ~ 4%
바이오니아,2021-08-05,38950,5350,33500,40650,33300,6515854,15.922619047619047,제조업,KOSDAQ,8% 이상
아이오케이,2021-08-05,1800,85,1720,1860,1700,6401084,4.956268221574344,오락·문화,KOSDAQ,4 ~ 6%
에이디칩스,2021-08-05,1215,0,1205,1265,1190,6394595,0.0,제조업,KOSDAQ,0 ~ -2%
이구산업,2021-08-05,4555,140,4460,4680,4375,6349229,3.1710079275198186,철강금속,KOSPI,2 ~ 4%
한솔홈데코,2021-08-05,2200,25,2200,2235,2185,5925837,1.1494252873563218,종이목재,KOSPI,0 ~ 2%
SGA솔루션즈,2021-08-05,1690,75,1620,1770,1600,5880372,4.643962848297214,코스닥 IT,KOSDAQ,4 ~ 6%
코디엠,2021-08-05,312,2,311,317,307,5856159,0.6451612903225806,코스닥 IT,KOSDAQ,0 ~ 2%
YW,2021-08-05,4940,430,4540,5420,4540,5837619,9.534368070953436,유통,KOSDAQ,8% 이상
삼지전자,2021-08-05,15600,2150,13450,16400,13350,5825915,15.985130111524162,코스닥 IT,KOSDAQ,8% 이상
와이제이엠게임즈,2021-08-05,2770,40,2740,2935,2685,5746167,1.465201465201465,코스닥 IT,KOSDAQ,0 ~ 2%
흥국에프엔비,2021-08-05,4555,65,4600,4700,4490,5585105,1.447661469933185,제조업,KOSDAQ,0 ~ 2%
아모센스,2021-08-05,16650,250,17300,19000,16600,5565018,1.524390243902439,코스닥 IT,KOSDAQ,0 ~ 2%
SGA,2021-08-05,1485,40,1455,1510,1430,5392935,2.768166089965398,코스닥 IT,KOSDAQ,2 ~ 4%
인트로메딕,2021-08-05,3820,265,3520,3930,3500,5353042,7.454289732770746,제조업,KOSDAQ,6 ~ 8%
제일바이오,2021-08-05,3895,85,3845,4050,3845,5255185,2.2309711286089238,제조업,KOSDAQ,2 ~ 4%
제이시스메디칼,2021-08-05,9110,210,8700,9300,8560,5250937,2.359550561797753,제조업,KOSDAQ,2 ~ 4%
일신석재,2021-08-05,2920,-85,3030,3030,2910,4927438,-2.828618968386023,유통업,KOSPI,-2 ~ -4%
두산중공업,2021-08-05,21650,0,21850,22150,21250,4780409,0.0,기계,KOSPI,0 ~ -2%
옵티시스,2021-08-05,31550,-150,31950,33950,30600,4673273,-0.47318611987381703,코스닥 IT,KOSDAQ,0 ~ -2%
아남전자,2021-08-05,3370,-65,3370,3465,3350,4661998,-1.8922852983988356,전기전자,KOSPI,0 ~ -2%
대영포장,2021-08-05,3180,65,3125,3240,3110,4579905,2.086677367576244,종이목재,KOSPI,2 ~ 4%
에이비프로바이오,2021-08-05,1140,15,1120,1175,1115,4555114,1.3333333333333335,제조업,KOSDAQ,0 ~ 2%
이디티,2021-08-05,2985,40,2910,3065,2865,4552582,1.3582342954159592,제조업,KOSDAQ,0 ~ 2%
성우전자,2021-08-05,3820,215,3620,4190,3615,4541606,5.9639389736477115,코스닥 IT,KOSDAQ,4 ~ 6%
서전기전,2021-08-05,12550,-450,13900,14300,12550,4441220,-3.4615384615384617,제조업,KOSDAQ,-2 ~ -4%
에스코넥,2021-08-05,2380,75,2305,2415,2285,4418940,3.2537960954446854,코스닥 IT,KOSDAQ,2 ~ 4%
시스웍,2021-08-05,2335,15,2340,2375,2300,4203395,0.646551724137931,제조업,KOSDAQ,0 ~ 2%
젬백스링크,2021-08-05,1810,5,1795,1835,1775,4148584,0.2770083102493075,유통,KOSDAQ,0 ~ 2%
SFA반도체,2021-08-05,7650,160,7490,7760,7460,4136514,2.1361815754339117,코스닥 IT,KOSDAQ,2 ~ 4%
SK바이오사이언스,2021-08-05,208000,-2500,216500,231000,202000,3926355,-1.187648456057007,의약품,KOSPI,0 ~ -2%
디아이,2021-08-05,9820,740,9130,10300,9110,3840462,8.149779735682818,의료정밀,KOSPI,8% 이상
제이엠아이,2021-08-05,2410,100,2335,2445,2280,3783480,4.329004329004329,제조업,KOSDAQ,4 ~ 6%
아난티,2021-08-05,11300,-300,11750,11800,11200,3752755,-2.586206896551724,없음,KOSDAQ,-2 ~ -4%
오비고,2021-08-05,25600,1200,24250,27150,24250,3737059,4.918032786885246,코스닥 IT,KOSDAQ,4 ~ 6%
골드퍼시픽,2021-08-05,1715,10,1695,1730,1670,3649916,0.5865102639296188,유통,KOSDAQ,0 ~ 2%
아이에이,2021-08-05,1230,-5,1225,1255,1225,3537406,-0.4048582995951417,코스닥 IT,KOSDAQ,0 ~ -2%
카페24,2021-08-05,40750,2900,38000,41600,37400,3503808,7.661822985468956,코스닥 IT,KOSDAQ,6 ~ 8%
동양철관,2021-08-05,1745,-10,1760,1775,1730,3461002,-0.5698005698005698,철강금속,KOSPI,0 ~ -2%
뉴프렉스,2021-08-05,3100,125,3125,3340,3055,3365231,4.201680672268908,코스닥 IT,KOSDAQ,4 ~ 6%
세원이앤씨,2021-08-05,1040,-25,1045,1055,1015,3290248,-2.3474178403755865,기계,KOSPI,-2 ~ -4%
드림시큐리티,2021-08-05,5740,90,5710,5790,5600,3213607,1.592920353982301,제조업,KOSDAQ,0 ~ 2%
SK하이닉스,2021-08-05,119500,-1500,121000,121500,118000,3200933,-1.2396694214876034,전기전자,KOSPI,0 ~ -2%
HMM,2021-08-05,39450,-50,39650,40150,38900,3186849,-0.12658227848101267,운수창고업,KOSPI,0 ~ -2%
퀀타매트릭스,2021-08-05,19850,600,18950,20100,18550,3164653,3.116883116883117,제조업,KOSDAQ,2 ~ 4%
이루온,2021-08-05,4460,-190,4630,4660,4430,3119591,-4.086021505376344,코스닥 IT,KOSDAQ,-4 ~ -6%
한송네오텍,2021-08-05,2095,-20,2115,2145,2075,3118450,-0.9456264775413712,제조업,KOSDAQ,0 ~ -2%
인바이오젠,2021-08-05,4235,120,4255,4450,4210,3090888,2.916160388821385,유통업,KOSPI,2 ~ 4%
코리아에셋투자증권,2021-08-05,16800,1950,14850,17350,14800,3068543,13.131313131313133,금융,KOSDAQ,8% 이상
딜리,2021-08-05,2755,-15,2735,2800,2655,2983931,-0.5415162454873645,코스닥 IT,KOSDAQ,0 ~ -2%
태경비케이,2021-08-05,6830,350,6550,6900,6510,2955770,5.401234567901234,비금속광물,KOSPI,4 ~ 6%
삼화네트웍스,2021-08-05,3480,120,3360,3650,3350,2951414,3.571428571428571,오락·문화,KOSDAQ,2 ~ 4%
나무가,2021-08-05,11550,500,11100,12350,10800,2951197,4.524886877828054,코스닥 IT,KOSDAQ,4 ~ 6%
대창솔루션,2021-08-05,725,5,720,737,714,2927533,0.6944444444444444,제조업,KOSDAQ,0 ~ 2%
제이준코스메틱,2021-08-05,2095,-35,2140,2170,2080,2917248,-1.643192488262911,화학,KOSPI,0 ~ -2%
대아티아이,2021-08-05,6940,-70,7060,7070,6900,2875935,-0.9985734664764622,제조업,KOSDAQ,0 ~ -2%
대창,2021-08-05,2650,10,2630,2675,2590,2871255,0.3787878787878788,철강금속,KOSPI,0 ~ 2%
피에이치씨,2021-08-05,2555,-20,2580,2610,2520,2830795,-0.7766990291262136,유통,KOSDAQ,0 ~ -2%
주연테크,2021-08-05,1650,35,1600,1670,1595,2822593,2.1671826625387,전기전자,KOSPI,2 ~ 4%
일성건설,2021-08-05,3625,105,3545,3740,3470,2775154,2.9829545454545454,건설업,KOSPI,2 ~ 4%
초록뱀미디어,2021-08-05,2600,25,2565,2630,2565,2714450,0.9708737864077669,오락·문화,KOSDAQ,0 ~ 2%
메디콕스,2021-08-05,1635,25,1625,1645,1570,2698247,1.5527950310559007,제조업,KOSDAQ,0 ~ 2%
이브이첨단소재,2021-08-05,5120,210,4990,5330,4960,2661052,4.276985743380855,코스닥 IT,KOSDAQ,4 ~ 6%
신성통상,2021-08-05,4145,5,4140,4265,4060,2643858,0.12077294685990338,유통업,KOSPI,0 ~ 2%
사조동아원,2021-08-05,1515,-15,1515,1530,1500,2572511,-0.9803921568627451,음식료품,KOSPI,0 ~ -2%
우리이앤엘,2021-08-05,1800,50,1760,1920,1750,2558680,2.857142857142857,코스닥 IT,KOSDAQ,2 ~ 4%
심텍,2021-08-05,28750,2000,26800,29000,26800,2512057,7.476635514018691,코스닥 IT,KOSDAQ,6 ~ 8%
한국큐빅,2021-08-05,6300,440,5860,6330,5810,2495669,7.508532423208192,제조업,KOSDAQ,6 ~ 8%
KEC,2021-08-05,2510,60,2450,2520,2435,2485117,2.4489795918367347,전기전자,KOSPI,2 ~ 4%
카카오게임즈,2021-08-05,84200,800,84400,85600,83700,2480613,0.9592326139088728,코스닥 IT,KOSDAQ,0 ~ 2%
다믈멀티미디어,2021-08-05,4030,185,3925,4095,3860,2463924,4.811443433029909,코스닥 IT,KOSDAQ,4 ~ 6%
아이비김영,2021-08-05,4580,-155,4770,4780,4560,2370649,-3.2734952481520594,기타서비스,KOSDAQ,-2 ~ -4%
우리종금,2021-08-05,996,-1,999,1000,990,2366473,-0.10030090270812438,금융업,KOSPI,0 ~ -2%
DB,2021-08-05,1155,-25,1180,1195,1130,2332531,-2.11864406779661,서비스업,KOSPI,-2 ~ -4%
대동,2021-08-05,13250,1050,12200,13400,12200,2304461,8.60655737704918,기계,KOSPI,8% 이상
미래아이앤지,2021-08-05,663,14,649,679,643,2253476,2.157164869029276,서비스업,KOSPI,2 ~ 4%
후성,2021-08-05,13200,500,12650,13350,12550,2253041,3.937007874015748,화학,KOSPI,2 ~ 4%
엠케이전자,2021-08-05,20700,400,20200,21300,20000,2250241,1.9704433497536946,코스닥 IT,KOSDAQ,0 ~ 2%
콤텍시스템,2021-08-05,1290,25,1270,1315,1260,2206280,1.9762845849802373,서비스업,KOSPI,0 ~ 2%
SBI인베스트먼트,2021-08-05,2000,5,2020,2035,1990,2198659,0.2506265664160401,금융,KOSDAQ,0 ~ 2%
메리츠증권,2021-08-05,5150,130,5020,5170,5020,2198478,2.589641434262948,금융업,KOSPI,2 ~ 4%
인성정보,2021-08-05,2950,20,2940,3010,2910,2167077,0.6825938566552902,코스닥 IT,KOSDAQ,0 ~ 2%
한국전자인증,2021-08-05,11300,50,11150,11600,11100,2166766,0.4444444444444444,코스닥 IT,KOSDAQ,0 ~ 2%
웅진,2021-08-05,2885,-10,2835,2895,2820,2150609,-0.3454231433506045,금융업,KOSPI,0 ~ -2%
맥스트,2021-08-05,84400,0,85000,89600,82000,2137086,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
스맥,2021-08-05,2220,165,2055,2240,2030,2135807,8.02919708029197,제조업,KOSDAQ,8% 이상
심텍홀딩스,2021-08-05,3380,70,3330,3470,3315,2096034,2.1148036253776437,코스닥 IT,KOSDAQ,2 ~ 4%
이엠텍,2021-08-05,24050,2200,22200,25050,22050,2087890,10.068649885583524,코스닥 IT,KOSDAQ,8% 이상
카카오,2021-08-05,149500,0,150000,151500,148500,2069456,0.0,서비스업,KOSPI,0 ~ -2%
세종텔레콤,2021-08-05,701,4,698,703,696,2062420,0.5738880918220948,코스닥 IT,KOSDAQ,0 ~ 2%
자연과환경,2021-08-05,2520,-15,2520,2570,2495,2043550,-0.591715976331361,기타서비스,KOSDAQ,0 ~ -2%
유니슨,2021-08-05,3775,165,3625,3840,3610,2042528,4.570637119113574,제조업,KOSDAQ,4 ~ 6%
금호에이치티,2021-08-05,2430,90,2335,2455,2335,2038674,3.8461538461538463,운수장비,KOSPI,2 ~ 4%
보락,2021-08-05,2615,-5,2610,2640,2575,2012350,-0.19083969465648853,화학,KOSPI,0 ~ -2%
한화생명,2021-08-05,3525,55,3450,3525,3450,1995070,1.585014409221902,금융업,KOSPI,0 ~ 2%
팬오션,2021-08-05,7530,10,7590,7650,7500,1984770,0.13297872340425532,운수창고업,KOSPI,0 ~ 2%
조일알미늄,2021-08-05,1375,-25,1400,1405,1355,1927575,-1.7857142857142856,철강금속,KOSPI,0 ~ -2%
현대로템,2021-08-05,25250,-150,25450,26000,25250,1895499,-0.5905511811023622,운수장비,KOSPI,0 ~ -2%
