,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
신원,2021-08-05,2230,-110,2370,2380,2225,10658694,-4.700854700854701,섬유의복,KOSPI,-4 ~ -6%
켐트로스,2021-08-05,7650,470,7420,7780,7290,9798941,6.545961002785515,제조업,KOSDAQ,6 ~ 8%
아이엠,2021-08-05,1470,110,1360,1470,1335,9689913,8.088235294117647,코스닥 IT,KOSDAQ,8% 이상
아비코전자,2021-08-05,9910,1360,8740,10700,8710,9593753,15.906432748538013,제조업,KOSDAQ,8% 이상
줌인터넷,2021-08-05,7330,270,7520,7890,7300,9452541,3.824362606232295,코스닥 IT,KOSDAQ,2 ~ 4%
국전약품,2021-08-05,9630,170,9450,10050,9260,9270651,1.7970401691331923,제조업,KOSDAQ,0 ~ 2%
큐라클,2021-08-05,44000,6800,38250,44950,37150,9106601,18.27956989247312,기타서비스,KOSDAQ,8% 이상
이트론,2021-08-05,703,3,698,712,692,9005857,0.4285714285714286,코스닥 IT,KOSDAQ,0 ~ 2%
판타지오,2021-08-05,121,-1,122,122,120,8933524,-0.819672131147541,오락·문화,KOSDAQ,0 ~ -2%
중앙디앤엠,2021-08-05,1565,140,1450,1690,1450,8930300,9.824561403508772,제조업,KOSDAQ,8% 이상
한화에스비아이스팩,2021-08-05,6650,-400,7750,8090,6380,8528878,-5.673758865248227,금융,KOSDAQ,-4 ~ -6%
아진엑스텍,2021-08-05,12450,650,11700,13700,11550,8401831,5.508474576271186,코스닥 IT,KOSDAQ,4 ~ 6%
성호전자,2021-08-05,1900,40,1865,1990,1850,8316308,2.1505376344086025,코스닥 IT,KOSDAQ,2 ~ 4%
쌍방울,2021-08-05,806,3,796,813,792,8074211,0.37359900373599003,섬유의복,KOSPI,0 ~ 2%
켐온,2021-08-05,4035,70,4185,4300,4020,7731968,1.7654476670870116,기타서비스,KOSDAQ,0 ~ 2%
아미노로직스,2021-08-05,3110,155,2960,3250,2960,7717000,5.245346869712352,유통,KOSDAQ,4 ~ 6%
우리기술,2021-08-05,2520,0,2635,2645,2515,7197395,0.0,제조업,KOSDAQ,0 ~ -2%
TYM,2021-08-05,2130,-15,2175,2210,2130,7191072,-0.6993006993006993,기계,KOSPI,0 ~ -2%
신일전자,2021-08-05,2165,40,2140,2200,2130,7011311,1.8823529411764703,유통업,KOSPI,0 ~ 2%
바이오니아,2021-08-05,39000,5400,33500,40650,33300,6914216,16.071428571428573,제조업,KOSDAQ,8% 이상
넥스턴바이오,2021-08-05,7830,690,7140,8300,7130,6759316,9.663865546218489,제조업,KOSDAQ,8% 이상
에이디칩스,2021-08-05,1215,0,1205,1265,1190,6666090,0.0,제조업,KOSDAQ,0 ~ -2%
아이오케이,2021-08-05,1800,85,1720,1860,1700,6567073,4.956268221574344,오락·문화,KOSDAQ,4 ~ 6%
이구산업,2021-08-05,4540,125,4460,4680,4375,6509806,2.8312570781426953,철강금속,KOSPI,2 ~ 4%
한솔홈데코,2021-08-05,2215,40,2200,2235,2185,6189174,1.839080459770115,종이목재,KOSPI,0 ~ 2%
삼지전자,2021-08-05,15500,2050,13450,16400,13350,6115142,15.241635687732341,코스닥 IT,KOSDAQ,8% 이상
코디엠,2021-08-05,311,1,311,317,307,6068652,0.3225806451612903,코스닥 IT,KOSDAQ,0 ~ 2%
SGA솔루션즈,2021-08-05,1690,75,1620,1770,1600,6013109,4.643962848297214,코스닥 IT,KOSDAQ,4 ~ 6%
YW,2021-08-05,5010,500,4540,5420,4540,5933679,11.086474501108649,유통,KOSDAQ,8% 이상
와이제이엠게임즈,2021-08-05,2740,10,2740,2935,2685,5909540,0.3663003663003663,코스닥 IT,KOSDAQ,0 ~ 2%
흥국에프엔비,2021-08-05,4520,30,4600,4700,4490,5745463,0.6681514476614699,제조업,KOSDAQ,0 ~ 2%
아모센스,2021-08-05,16800,400,17300,19000,16500,5675911,2.4390243902439024,코스닥 IT,KOSDAQ,2 ~ 4%
아남전자,2021-08-05,3310,-125,3370,3465,3310,5627190,-3.6390101892285296,전기전자,KOSPI,-2 ~ -4%
SGA,2021-08-05,1485,40,1455,1510,1430,5528925,2.768166089965398,코스닥 IT,KOSDAQ,2 ~ 4%
제이시스메디칼,2021-08-05,9040,140,8700,9300,8560,5488495,1.5730337078651686,제조업,KOSDAQ,0 ~ 2%
인트로메딕,2021-08-05,3835,280,3520,3930,3500,5474090,7.876230661040788,제조업,KOSDAQ,6 ~ 8%
제일바이오,2021-08-05,3895,85,3845,4050,3845,5420918,2.2309711286089238,제조업,KOSDAQ,2 ~ 4%
일신석재,2021-08-05,2910,-95,3030,3030,2910,5274645,-3.1613976705490847,유통업,KOSPI,-2 ~ -4%
두산중공업,2021-08-05,21650,0,21850,22150,21250,5056444,0.0,기계,KOSPI,0 ~ -2%
옵티시스,2021-08-05,31800,100,31950,33950,30600,4824925,0.31545741324921134,코스닥 IT,KOSDAQ,0 ~ 2%
에이비프로바이오,2021-08-05,1140,15,1120,1175,1115,4752012,1.3333333333333335,제조업,KOSDAQ,0 ~ 2%
대영포장,2021-08-05,3175,60,3125,3240,3110,4708932,1.9261637239165328,종이목재,KOSPI,0 ~ 2%
이디티,2021-08-05,2940,-5,2910,3065,2865,4694190,-0.1697792869269949,제조업,KOSDAQ,0 ~ -2%
성우전자,2021-08-05,3820,215,3620,4190,3615,4608788,5.9639389736477115,코스닥 IT,KOSDAQ,4 ~ 6%
서전기전,2021-08-05,12500,-500,13900,14300,12400,4582262,-3.8461538461538463,제조업,KOSDAQ,-2 ~ -4%
에스코넥,2021-08-05,2385,80,2305,2415,2285,4543164,3.470715835140998,코스닥 IT,KOSDAQ,2 ~ 4%
시스웍,2021-08-05,2325,5,2340,2375,2300,4402863,0.21551724137931033,제조업,KOSDAQ,0 ~ 2%
젬백스링크,2021-08-05,1815,10,1795,1835,1775,4320622,0.554016620498615,유통,KOSDAQ,0 ~ 2%
SFA반도체,2021-08-05,7640,150,7490,7760,7460,4234955,2.0026702269692924,코스닥 IT,KOSDAQ,2 ~ 4%
퀀타매트릭스,2021-08-05,19950,700,18950,20650,18550,4219196,3.6363636363636362,제조업,KOSDAQ,2 ~ 4%
SK바이오사이언스,2021-08-05,208000,-2500,216500,231000,202000,4081772,-1.187648456057007,의약품,KOSPI,0 ~ -2%
디아이,2021-08-05,9820,740,9130,10300,9110,3949471,8.149779735682818,의료정밀,KOSPI,8% 이상
아난티,2021-08-05,11250,-350,11750,11800,11200,3934642,-3.0172413793103448,없음,KOSDAQ,-2 ~ -4%
제이엠아이,2021-08-05,2415,105,2335,2445,2280,3877785,4.545454545454546,제조업,KOSDAQ,4 ~ 6%
오비고,2021-08-05,25700,1300,24250,27150,24250,3816924,5.327868852459016,코스닥 IT,KOSDAQ,4 ~ 6%
골드퍼시픽,2021-08-05,1720,15,1695,1730,1670,3766879,0.8797653958944283,유통,KOSDAQ,0 ~ 2%
아이에이,2021-08-05,1235,0,1225,1255,1225,3642214,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
동양철관,2021-08-05,1735,-20,1760,1775,1730,3605498,-1.1396011396011396,철강금속,KOSPI,0 ~ -2%
카페24,2021-08-05,40450,2600,38000,41600,37400,3570349,6.869220607661823,코스닥 IT,KOSDAQ,6 ~ 8%
드림시큐리티,2021-08-05,5760,110,5710,5790,5600,3505749,1.9469026548672566,제조업,KOSDAQ,0 ~ 2%
SK하이닉스,2021-08-05,120000,-1000,121000,121500,118000,3476296,-0.8264462809917356,전기전자,KOSPI,0 ~ -2%
세원이앤씨,2021-08-05,1035,-30,1045,1055,1015,3436381,-2.8169014084507045,기계,KOSPI,-2 ~ -4%
뉴프렉스,2021-08-05,3095,120,3125,3340,3055,3416810,4.033613445378151,코스닥 IT,KOSDAQ,4 ~ 6%
HMM,2021-08-05,39500,0,39650,40150,38900,3378007,0.0,운수창고업,KOSPI,0 ~ -2%
한송네오텍,2021-08-05,2085,-30,2115,2145,2075,3328180,-1.4184397163120568,제조업,KOSDAQ,0 ~ -2%
이루온,2021-08-05,4440,-210,4630,4660,4430,3299988,-4.516129032258064,코스닥 IT,KOSDAQ,-4 ~ -6%
딜리,2021-08-05,2770,0,2735,2800,2655,3208981,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
인바이오젠,2021-08-05,4230,115,4255,4450,4210,3160071,2.7946537059538272,유통업,KOSPI,2 ~ 4%
코리아에셋투자증권,2021-08-05,16750,1900,14850,17350,14800,3156782,12.794612794612794,금융,KOSDAQ,8% 이상
대창솔루션,2021-08-05,724,4,720,737,714,3079670,0.5555555555555556,제조업,KOSDAQ,0 ~ 2%
제이준코스메틱,2021-08-05,2090,-40,2140,2170,2080,3054315,-1.8779342723004695,화학,KOSPI,0 ~ -2%
태경비케이,2021-08-05,6840,360,6550,6900,6510,3053292,5.555555555555555,비금속광물,KOSPI,4 ~ 6%
대창,2021-08-05,2635,-5,2630,2675,2590,3034470,-0.1893939393939394,철강금속,KOSPI,0 ~ -2%
나무가,2021-08-05,11650,600,11100,12350,10800,3027504,5.429864253393665,코스닥 IT,KOSDAQ,4 ~ 6%
대아티아이,2021-08-05,6930,-80,7060,7070,6900,3019156,-1.1412268188302426,제조업,KOSDAQ,0 ~ -2%
삼화네트웍스,2021-08-05,3490,130,3360,3650,3350,2998210,3.869047619047619,오락·문화,KOSDAQ,2 ~ 4%
주연테크,2021-08-05,1670,55,1600,1670,1595,2987341,3.4055727554179565,전기전자,KOSPI,2 ~ 4%
피에이치씨,2021-08-05,2575,0,2580,2610,2520,2950022,0.0,유통,KOSDAQ,0 ~ -2%
메디콕스,2021-08-05,1635,25,1625,1645,1570,2927799,1.5527950310559007,제조업,KOSDAQ,0 ~ 2%
일성건설,2021-08-05,3620,100,3545,3740,3470,2851617,2.840909090909091,건설업,KOSPI,2 ~ 4%
신성통상,2021-08-05,4150,10,4140,4265,4060,2833192,0.24154589371980675,유통업,KOSPI,0 ~ 2%
초록뱀미디어,2021-08-05,2595,20,2565,2630,2565,2825092,0.7766990291262136,오락·문화,KOSDAQ,0 ~ 2%
이브이첨단소재,2021-08-05,5050,140,4990,5330,4960,2755157,2.8513238289205702,코스닥 IT,KOSDAQ,2 ~ 4%
사조동아원,2021-08-05,1510,-20,1515,1530,1500,2750603,-1.3071895424836601,음식료품,KOSPI,0 ~ -2%
우리이앤엘,2021-08-05,1790,40,1760,1920,1750,2722580,2.2857142857142856,코스닥 IT,KOSDAQ,2 ~ 4%
카카오게임즈,2021-08-05,84200,800,84400,85600,83700,2690316,0.9592326139088728,코스닥 IT,KOSDAQ,0 ~ 2%
다믈멀티미디어,2021-08-05,4060,215,3925,4095,3860,2629673,5.591677503250976,코스닥 IT,KOSDAQ,4 ~ 6%
심텍,2021-08-05,28700,1950,26800,29000,26800,2613835,7.289719626168225,코스닥 IT,KOSDAQ,6 ~ 8%
KEC,2021-08-05,2510,60,2450,2520,2435,2593393,2.4489795918367347,전기전자,KOSPI,2 ~ 4%
우리종금,2021-08-05,994,-3,999,1000,990,2582866,-0.3009027081243731,금융업,KOSPI,0 ~ -2%
한국큐빅,2021-08-05,6260,400,5860,6330,5810,2535621,6.825938566552901,제조업,KOSDAQ,6 ~ 8%
DB,2021-08-05,1150,-30,1180,1195,1130,2495259,-2.5423728813559325,서비스업,KOSPI,-2 ~ -4%
아이비김영,2021-08-05,4580,-155,4770,4780,4560,2466910,-3.2734952481520594,기타서비스,KOSDAQ,-2 ~ -4%
후성,2021-08-05,13150,450,12650,13350,12550,2460689,3.543307086614173,화학,KOSPI,2 ~ 4%
대동,2021-08-05,13300,1100,12200,13400,12200,2382077,9.01639344262295,기계,KOSPI,8% 이상
메리츠증권,2021-08-05,5160,140,5020,5170,5020,2370762,2.788844621513944,금융업,KOSPI,2 ~ 4%
콤텍시스템,2021-08-05,1300,35,1270,1315,1260,2356772,2.766798418972332,서비스업,KOSPI,2 ~ 4%
SBI인베스트먼트,2021-08-05,2000,5,2020,2035,1990,2330572,0.2506265664160401,금융,KOSDAQ,0 ~ 2%
인성정보,2021-08-05,2965,35,2940,3010,2910,2330558,1.1945392491467577,코스닥 IT,KOSDAQ,0 ~ 2%
엠케이전자,2021-08-05,20750,450,20200,21300,20000,2309343,2.2167487684729066,코스닥 IT,KOSDAQ,2 ~ 4%
스맥,2021-08-05,2230,175,2055,2240,2030,2280781,8.51581508515815,제조업,KOSDAQ,8% 이상
미래아이앤지,2021-08-05,662,13,649,679,643,2272550,2.0030816640986133,서비스업,KOSPI,2 ~ 4%
웅진,2021-08-05,2895,0,2835,2895,2820,2270629,0.0,금융업,KOSPI,0 ~ -2%
보락,2021-08-05,2620,0,2610,2640,2575,2240947,0.0,화학,KOSPI,0 ~ -2%
카카오,2021-08-05,149000,-500,150000,151500,148500,2240224,-0.33444816053511706,서비스업,KOSPI,0 ~ -2%
한화생명,2021-08-05,3525,55,3450,3525,3450,2238730,1.585014409221902,금융업,KOSPI,0 ~ 2%
한국전자인증,2021-08-05,11250,0,11150,11600,11100,2235392,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
에코플라스틱,2021-08-05,4060,170,3875,4060,3805,2186634,4.370179948586118,제조업,KOSDAQ,4 ~ 6%
맥스트,2021-08-05,84900,500,85000,89600,82000,2185745,0.5924170616113744,코스닥 IT,KOSDAQ,0 ~ 2%
자연과환경,2021-08-05,2520,-15,2520,2570,2495,2183594,-0.591715976331361,기타서비스,KOSDAQ,0 ~ -2%
세종텔레콤,2021-08-05,700,3,698,703,696,2173827,0.430416068866571,코스닥 IT,KOSDAQ,0 ~ 2%
심텍홀딩스,2021-08-05,3395,85,3330,3470,3315,2173594,2.56797583081571,코스닥 IT,KOSDAQ,2 ~ 4%
조아제약,2021-08-05,4855,-120,5020,5060,4855,2153870,-2.4120603015075375,제조업,KOSDAQ,-2 ~ -4%
팬오션,2021-08-05,7530,10,7590,7650,7500,2137544,0.13297872340425532,운수창고업,KOSPI,0 ~ 2%
금호에이치티,2021-08-05,2425,85,2335,2455,2335,2125990,3.632478632478633,운수장비,KOSPI,2 ~ 4%
현대로템,2021-08-05,25200,-200,25450,26000,25150,2033981,-0.7874015748031495,운수장비,KOSPI,0 ~ -2%
조일알미늄,2021-08-05,1380,-20,1400,1405,1355,1985460,-1.4285714285714286,철강금속,KOSPI,0 ~ -2%
