,날짜,종가,전일비,시가,고가,저가,거래량,등락률,카테고리,마켓,등락률그룹
썸에이지,2021-08-12,3795,350,3495,3880,3460,6094343,10.159651669085632,제조업,KOSDAQ,8% 이상
코디엠,2021-08-12,288,-2,287,294,286,6064334,-0.6896551724137931,코스닥 IT,KOSDAQ,0 ~ -2%
브리지텍,2021-08-12,5900,160,5950,6130,5720,5919727,2.7874564459930316,코스닥 IT,KOSDAQ,2 ~ 4%
젬백스링크,2021-08-12,1840,25,1830,1920,1830,5878927,1.3774104683195594,유통,KOSDAQ,0 ~ 2%
영우디에스피,2021-08-12,3020,-90,3055,3135,2975,5866734,-2.8938906752411575,코스닥 IT,KOSDAQ,-2 ~ -4%
인바이오젠,2021-08-12,4455,-195,4580,4790,4370,5711442,-4.193548387096775,유통업,KOSPI,-4 ~ -6%
우리기술투자,2021-08-12,7870,50,7950,8280,7840,5669167,0.639386189258312,금융,KOSDAQ,0 ~ 2%
아모센스,2021-08-12,16850,-2000,19100,20400,16750,5512286,-10.610079575596817,코스닥 IT,KOSDAQ,-8% 이하
HB테크놀러지,2021-08-12,3325,-115,3460,3590,3265,5469885,-3.343023255813953,제조업,KOSDAQ,-2 ~ -4%
에이비프로바이오,2021-08-12,1210,-35,1270,1280,1210,5162277,-2.8112449799196786,제조업,KOSDAQ,-2 ~ -4%
알에프세미,2021-08-12,5270,490,4780,5770,4775,4997143,10.251046025104603,코스닥 IT,KOSDAQ,8% 이상
코데즈컴바인,2021-08-12,3340,-125,3430,3470,3215,4884111,-3.6075036075036073,제조업,KOSDAQ,-2 ~ -4%
파인텍,2021-08-12,1930,0,1925,1965,1865,4843486,0.0,코스닥 IT,KOSDAQ,0 ~ -2%
GH신소재,2021-08-12,9110,-260,9470,9680,9090,4792520,-2.774813233724653,제조업,KOSDAQ,-2 ~ -4%
기아,2021-08-12,86600,3500,83500,87800,83400,4771554,4.21179302045728,운수장비,KOSPI,4 ~ 6%
샘씨엔에스,2021-08-12,8920,160,8670,9130,8330,4613029,1.82648401826484,코스닥 IT,KOSDAQ,0 ~ 2%
코스모신소재,2021-08-12,51900,1700,49700,54700,49550,4606735,3.386454183266932,화학,KOSPI,2 ~ 4%
삼성중공업,2021-08-12,6340,-190,6560,6580,6340,4547580,-2.909647779479326,운수장비,KOSPI,-2 ~ -4%
휴마시스,2021-08-12,19000,200,19500,19950,18650,4519043,1.0638297872340425,제조업,KOSDAQ,0 ~ 2%
대영포장,2021-08-12,3140,-155,3195,3235,3115,4515251,-4.704097116843703,종이목재,KOSPI,-4 ~ -6%
HMM,2021-08-12,40650,500,39650,40650,38850,4500689,1.2453300124533,운수창고업,KOSPI,0 ~ 2%
에스에이엠티,2021-08-12,5670,50,5570,5880,5560,4408154,0.8896797153024912,유통,KOSDAQ,0 ~ 2%
우리기술,2021-08-12,2275,0,2290,2375,2255,4269860,0.0,제조업,KOSDAQ,0 ~ -2%
예선테크,2021-08-12,2840,70,2770,2945,2755,4216240,2.527075812274368,제조업,KOSDAQ,2 ~ 4%
피에이치씨,2021-08-12,2205,-20,2220,2395,2200,4112232,-0.8988764044943821,유통,KOSDAQ,0 ~ -2%
홈센타홀딩스,2021-08-12,1295,45,1240,1320,1240,4062274,3.5999999999999996,유통,KOSDAQ,2 ~ 4%
위즈코프,2021-08-12,2940,110,2860,3070,2780,4028063,3.8869257950530036,유통,KOSDAQ,2 ~ 4%
일신석재,2021-08-12,2560,-75,2610,2655,2530,4019173,-2.846299810246679,유통업,KOSPI,-2 ~ -4%
엘아이에스,2021-08-12,9730,2040,7800,9890,7710,4005017,26.527958387516254,코스닥 IT,KOSDAQ,8% 이상
LG디스플레이,2021-08-12,21550,-550,22050,22100,21400,3940386,-2.48868778280543,전기전자,KOSPI,-2 ~ -4%
케이비아이동국실업,2021-08-12,1230,55,1175,1345,1165,3874052,4.680851063829787,운수장비,KOSPI,4 ~ 6%
THE MIDONG,2021-08-12,1895,5,1960,2175,1875,3865178,0.26455026455026454,코스닥 IT,KOSDAQ,0 ~ 2%
사조동아원,2021-08-12,1510,-5,1525,1580,1505,3812531,-0.33003300330033003,음식료품,KOSPI,0 ~ -2%
SM C&C,2021-08-12,5310,-170,5350,5410,5190,3760555,-3.102189781021898,코스닥 IT,KOSDAQ,-2 ~ -4%
케이사인,2021-08-12,2735,-75,2785,2860,2735,3728759,-2.6690391459074734,코스닥 IT,KOSDAQ,-2 ~ -4%
바른손,2021-08-12,3030,-225,3170,3205,3030,3703168,-6.912442396313365,유통,KOSDAQ,-6 ~ -8%
광진윈텍,2021-08-12,8370,850,7400,8780,7270,3680839,11.303191489361703,제조업,KOSDAQ,8% 이상
SK바이오사이언스,2021-08-12,285500,-14500,293000,304500,279500,3639819,-4.833333333333333,의약품,KOSPI,-4 ~ -6%
모바일어플라이언스,2021-08-12,4710,205,4505,4815,4505,3633869,4.550499445061043,코스닥 IT,KOSDAQ,4 ~ 6%
한화생명,2021-08-12,3490,-50,3545,3605,3480,3630285,-1.4124293785310735,금융업,KOSPI,0 ~ -2%
우리종금,2021-08-12,984,-9,993,998,984,3581423,-0.906344410876133,금융업,KOSPI,0 ~ -2%
후성,2021-08-12,14200,350,13850,14400,13850,3573668,2.527075812274368,화학,KOSPI,2 ~ 4%
쌍방울,2021-08-12,749,5,745,758,745,3457090,0.6720430107526881,섬유의복,KOSPI,0 ~ 2%
휴맥스홀딩스,2021-08-12,6310,480,5830,6670,5780,3373911,8.233276157804461,금융,KOSDAQ,8% 이상
아이엠,2021-08-12,1415,-60,1470,1470,1400,3329646,-4.067796610169491,코스닥 IT,KOSDAQ,-4 ~ -6%
아남전자,2021-08-12,3100,55,3060,3170,3045,3326480,1.8062397372742198,전기전자,KOSPI,0 ~ 2%
코리아에프티,2021-08-12,4290,255,4050,4350,4020,3211510,6.319702602230483,제조업,KOSDAQ,6 ~ 8%
예스24,2021-08-12,14550,600,14400,15200,14150,3176081,4.301075268817205,코스닥 IT,KOSDAQ,4 ~ 6%
제일바이오,2021-08-12,4020,-110,4155,4200,3975,3166324,-2.663438256658596,제조업,KOSDAQ,-2 ~ -4%
덱스터,2021-08-12,13700,600,13200,14150,13000,3140682,4.580152671755725,오락·문화,KOSDAQ,4 ~ 6%
웅진,2021-08-12,2565,25,2540,2670,2505,3139614,0.984251968503937,금융업,KOSPI,0 ~ 2%
큐라클,2021-08-12,56900,-900,59500,62400,56100,3079172,-1.5570934256055362,기타서비스,KOSDAQ,0 ~ -2%
신성통상,2021-08-12,3905,-165,4125,4160,3840,3075504,-4.054054054054054,유통업,KOSPI,-4 ~ -6%
이그잭스,2021-08-12,2370,-135,2505,2505,2325,3053055,-5.389221556886228,코스닥 IT,KOSDAQ,-4 ~ -6%
보락,2021-08-12,2565,-120,2685,2710,2565,3047616,-4.4692737430167595,화학,KOSPI,-4 ~ -6%
TCC스틸,2021-08-12,7900,250,7580,8150,7570,3017606,3.2679738562091507,철강금속,KOSPI,2 ~ 4%
유니트론텍,2021-08-12,7770,570,7300,8200,7100,2999169,7.916666666666666,유통,KOSDAQ,6 ~ 8%
에스디바이오센서,2021-08-12,61200,-2900,63600,64400,60400,2988096,-4.5241809672386895,의료정밀,KOSPI,-4 ~ -6%
팜스토리,2021-08-12,2320,-45,2370,2405,2295,2983880,-1.9027484143763214,제조업,KOSDAQ,0 ~ -2%
카카오,2021-08-12,147500,3500,146000,148000,144000,2936787,2.430555555555556,서비스업,KOSPI,2 ~ 4%
이랜텍,2021-08-12,8190,520,7670,8220,7550,2934686,6.779661016949152,코스닥 IT,KOSDAQ,6 ~ 8%
우리금융지주,2021-08-12,11200,-50,11300,11350,11150,2933030,-0.4444444444444444,금융업,KOSPI,0 ~ -2%
아난티,2021-08-12,10300,-100,10350,10650,10200,2924611,-0.9615384615384616,없음,KOSDAQ,0 ~ -2%
상지카일룸,2021-08-12,1675,-20,1675,1795,1650,2906489,-1.1799410029498525,건설,KOSDAQ,0 ~ -2%
골드퍼시픽,2021-08-12,1540,-85,1620,1620,1535,2899365,-5.230769230769231,유통,KOSDAQ,-4 ~ -6%
대성파인텍,2021-08-12,2765,20,2745,2890,2720,2844014,0.7285974499089253,제조업,KOSDAQ,0 ~ 2%
에코프로에이치엔,2021-08-12,178700,38000,144500,181500,144200,2806621,27.007818052594175,제조업,KOSDAQ,8% 이상
와이제이엠게임즈,2021-08-12,2450,-70,2580,2625,2420,2731770,-2.7777777777777777,코스닥 IT,KOSDAQ,-2 ~ -4%
에이치엘비제약,2021-08-12,25850,1800,24100,27700,24050,2731294,7.484407484407485,기타서비스,KOSDAQ,6 ~ 8%
케이피엠테크,2021-08-12,3035,-70,3055,3130,3015,2718253,-2.254428341384863,제조업,KOSDAQ,-2 ~ -4%
세종텔레콤,2021-08-12,666,-6,672,675,665,2691615,-0.8928571428571428,코스닥 IT,KOSDAQ,0 ~ -2%
카카오게임즈,2021-08-12,78800,-2000,80200,82900,78600,2629969,-2.4752475247524752,코스닥 IT,KOSDAQ,-2 ~ -4%
SBI인베스트먼트,2021-08-12,1885,-60,1940,1970,1880,2621880,-3.0848329048843186,금융,KOSDAQ,-2 ~ -4%
에이트원,2021-08-12,2515,35,2495,2640,2480,2597274,1.411290322580645,제조업,KOSDAQ,0 ~ 2%
대아티아이,2021-08-12,6430,-140,6560,6700,6390,2592293,-2.13089802130898,제조업,KOSDAQ,-2 ~ -4%
국전약품,2021-08-12,8740,-40,8830,9120,8710,2577931,-0.45558086560364464,제조업,KOSDAQ,0 ~ -2%
제이시스메디칼,2021-08-12,8380,330,8070,8570,8050,2548365,4.099378881987578,제조업,KOSDAQ,4 ~ 6%
화신,2021-08-12,10050,520,9540,10400,9540,2498110,5.456453305351522,운수장비,KOSPI,4 ~ 6%
아이에이,2021-08-12,1175,-10,1200,1200,1165,2496701,-0.8438818565400843,코스닥 IT,KOSDAQ,0 ~ -2%
휴럼,2021-08-12,2260,-130,2400,2400,2185,2496268,-5.439330543933055,제조업,KOSDAQ,-4 ~ -6%
DB하이텍,2021-08-12,64300,1700,61700,66500,61700,2493962,2.7156549520766773,전기전자,KOSPI,2 ~ 4%
KH 일렉트론,2021-08-12,1085,45,1035,1105,1015,2485685,4.326923076923077,제조업,KOSDAQ,4 ~ 6%
바이오니아,2021-08-12,46600,100,46300,49550,46250,2454292,0.21505376344086022,제조업,KOSDAQ,0 ~ 2%
씨티씨바이오,2021-08-12,12250,-1050,13400,13950,11500,2452910,-7.894736842105263,제조업,KOSDAQ,-6 ~ -8%
파멥신,2021-08-12,12950,1100,12000,14400,11850,2445139,9.282700421940929,제조업,KOSDAQ,8% 이상
신일전자,2021-08-12,1970,-15,1985,2000,1965,2429408,-0.7556675062972292,유통업,KOSPI,0 ~ -2%
인트로메딕,2021-08-12,3105,-55,3160,3215,2960,2414578,-1.740506329113924,제조업,KOSDAQ,0 ~ -2%
씨아이에스,2021-08-12,12050,700,11350,12100,11250,2403077,6.167400881057269,제조업,KOSDAQ,6 ~ 8%
와이지엔터테인먼트,2021-08-12,61600,6400,55700,62400,54500,2367037,11.594202898550725,오락·문화,KOSDAQ,8% 이상
코리아센터,2021-08-12,8590,-400,9120,9130,8560,2342602,-4.4493882091212456,코스닥 IT,KOSDAQ,-4 ~ -6%
대신정보통신,2021-08-12,2575,-115,2700,2745,2560,2317842,-4.275092936802974,코스닥 IT,KOSDAQ,-4 ~ -6%
한송네오텍,2021-08-12,2080,-20,2105,2180,2065,2313090,-0.9523809523809524,제조업,KOSDAQ,0 ~ -2%
에스와이,2021-08-12,4270,65,4200,4385,4160,2308721,1.5457788347205708,제조업,KOSDAQ,0 ~ 2%
넥스트사이언스,2021-08-12,31950,-1400,33050,33100,31000,2299751,-4.197901049475263,없음,KOSPI,-4 ~ -6%
한국비엔씨,2021-08-12,19400,-50,19650,20350,19250,2291109,-0.2570694087403599,제조업,KOSDAQ,0 ~ -2%
삼강엠앤티,2021-08-12,19000,1600,17350,19200,17100,2209172,9.195402298850574,제조업,KOSDAQ,8% 이상
SK증권,2021-08-12,976,-3,973,986,973,2142971,-0.30643513789581206,금융업,KOSPI,0 ~ -2%
삼부토건,2021-08-12,3100,-35,3135,3200,3060,2122970,-1.1164274322169059,건설업,KOSPI,0 ~ -2%
LG유플러스,2021-08-12,14450,-300,14750,14800,14400,2120469,-2.0338983050847457,통신업,KOSPI,-2 ~ -4%
SK아이이테크놀로지,2021-08-12,217500,15000,210000,230000,209500,2094188,7.4074074074074066,전기전자,KOSPI,6 ~ 8%
한솔홈데코,2021-08-12,2080,0,2090,2130,2080,1925068,0.0,종이목재,KOSPI,0 ~ -2%
이스타코,2021-08-12,3565,90,3470,3750,3455,1910955,2.5899280575539567,서비스업,KOSPI,2 ~ 4%
삼성엔지니어링,2021-08-12,23500,0,23650,24100,23300,1889748,0.0,서비스업,KOSPI,0 ~ -2%
디아이씨,2021-08-12,6630,470,6160,7000,6160,1886173,7.629870129870129,운수장비,KOSPI,6 ~ 8%
대우건설,2021-08-12,7160,70,7110,7250,7100,1835700,0.9873060648801129,건설업,KOSPI,0 ~ 2%
